signal_id,date,pass,outcome,pnl,ER,run_length_mean,VR
S441,2022-05-06,True,EOD+,2.45,0.0128,8.67,0.9221
S442,2022-05-06,False,W,1.8643,0.0128,8.67,0.9221
S443,2022-05-06,False,L,-1.0,0.0128,8.67,0.9221
S444,2022-05-06,False,W,1.9125,0.0128,8.67,0.9221
S445,2022-05-06,False,W,2.2339,0.0128,8.67,0.9221
S446,2022-05-09,False,W,3.3911,0.0214,8.82,0.9173
S447,2022-05-09,False,W,4.1464,0.0214,8.82,0.9173
S448,2022-05-09,False,EOD+,2.4,0.0214,8.82,0.9173
S449,2022-05-09,False,EOD+,1.5,0.0214,8.82,0.9173
S450,2022-05-09,False,EOD+,1.25,0.0214,8.82,0.9173
S451,2022-05-09,False,EOD+,0.95,0.0214,8.82,0.9173
S452,2022-05-09,True,EOD+,0.2,0.0214,8.82,0.9173
S453,2022-05-09,False,EOD+,0.8,0.0214,8.82,0.9173
S454,2022-05-09,False,EOD+,0.7,0.0214,8.82,0.9173
S455,2022-05-10,False,L,-1.3304,0.0251,8.72,0.9125
S456,2022-05-10,False,L,-1.2054,0.0251,8.72,0.9125
S457,2022-05-10,False,L,-1.1071,0.0251,8.72,0.9125
S458,2022-05-11,False,L,-1.9018,0.0104,8.93,0.9073
S459,2022-05-11,False,L,-2.4286,0.0104,8.93,0.9073
S460,2022-05-11,True,L,-2.0089,0.0104,8.93,0.9073
S461,2022-05-11,False,L,-1.4286,0.0104,8.93,0.9073
S462,2022-05-11,False,L,-1.3214,0.0104,8.93,0.9073
S463,2022-05-12,False,L,-1.6071,0.0141,8.43,0.8808
S464,2022-05-12,False,L,-1.25,0.0141,8.43,0.8808
S465,2022-05-12,False,EOD+,1.55,0.0141,8.43,0.8808
S466,2022-05-12,False,EOD+,1.85,0.0141,8.43,0.8808
S467,2022-05-12,False,EOD+,1.9,0.0141,8.43,0.8808
S468,2022-05-12,False,EOD+,1.55,0.0141,8.43,0.8808
S469,2022-05-12,False,EOD+,0.8,0.0141,8.43,0.8808
