stock,date,ER,run_length_mean,VR
ADANIPORTS,2023-12-05,0.1446,8.01,1.2342
ADANIPORTS,2023-12-06,0.1251,8.23,1.0493
ADANIPORTS,2023-12-07,0.133,8.56,1.0568
ADANIPORTS,2023-12-08,0.1019,8.76,1.0564
ADANIPORTS,2023-12-11,0.1094,8.76,1.0315
ADANIPORTS,2023-12-12,0.1078,8.42,1.0308
ADANIPORTS,2023-12-13,0.1186,8.56,1.0377
ADANIPORTS,2023-12-14,0.1135,8.19,1.0217
ADANIPORTS,2023-12-15,0.1102,7.97,1.0151
ADANIPORTS,2023-12-18,0.1138,8.05,1.0113
ADANIPORTS,2023-12-19,0.1068,8.23,1.0151
ADANIPORTS,2023-12-20,0.0782,8.37,1.0296
ADANIPORTS,2023-12-21,0.0844,8.19,1.0062
ADANIPORTS,2023-12-22,0.0834,8.1,1.0141
ADANIPORTS,2023-12-26,0.0773,7.72,0.9684
ADANIPORTS,2023-12-27,0.0665,7.38,0.9577
ADANIPORTS,2023-12-28,0.0682,7.2,0.9544
ADANIPORTS,2023-12-29,0.0696,7.2,0.9535
ADANIPORTS,2024-01-01,0.0632,7.5,0.9333
ADANIPORTS,2024-01-02,0.0664,7.61,0.826
ADANIPORTS,2024-01-03,0.0117,7.58,0.8698
ADANIPORTS,2024-01-04,0.0336,7.43,0.8866
ADANIPORTS,2024-01-05,0.0388,7.32,0.8896
ADANIPORTS,2024-01-08,0.0538,7.32,0.8821
ADANIPORTS,2024-01-09,0.0622,7.39,0.9504
ADANIPORTS,2024-01-10,0.065,7.69,0.9527
ADANIPORTS,2024-01-11,0.0504,7.5,0.9262
ADANIPORTS,2024-01-12,0.0521,7.58,0.9612
ADANIPORTS,2024-01-15,0.0505,7.85,0.9781
ADANIPORTS,2024-01-16,0.0398,7.77,0.9916
ADANIPORTS,2024-01-17,0.0379,7.5,0.98
ADANIPORTS,2024-01-18,0.0567,7.35,0.9852
ADANIPORTS,2024-01-19,0.0468,7.21,0.9818
ADANIPORTS,2024-01-20,0.0682,7.18,1.014
ADANIPORTS,2024-01-23,0.0445,7.61,1.0305
ADANIPORTS,2024-01-24,0.0375,7.46,1.0109
ADANIPORTS,2024-01-25,0.0502,7.85,1.0225
ADANIPORTS,2024-01-29,0.0625,7.98,1.0681
ADANIPORTS,2024-01-30,0.0531,8.2,1.0679
ADANIPORTS,2024-01-31,0.0384,7.81,1.0302
ADANIPORTS,2024-02-01,0.0413,7.81,1.0974
ADANIPORTS,2024-02-02,0.0483,7.98,1.1866
ADANIPORTS,2024-02-05,0.0368,8.06,1.2216
ADANIPORTS,2024-02-06,0.0328,7.81,1.2032
ADANIPORTS,2024-02-07,0.0187,7.81,1.1649
ADANIPORTS,2024-02-08,0.0111,7.69,1.1633
ADANIPORTS,2024-02-09,0.0241,7.77,1.1813
ADANIPORTS,2024-02-12,0.0126,7.81,1.1726
ADANIPORTS,2024-02-14,0.0213,7.53,1.1381
ADANIPORTS,2024-02-15,0.0232,7.5,1.1302
ADANIPORTS,2024-02-16,0.0438,7.77,1.1295
ADANIPORTS,2024-02-19,0.0495,7.81,1.1159
ADANIPORTS,2024-02-20,0.0497,8.28,1.1166
ADANIPORTS,2024-02-21,0.0317,8.42,1.0954
ADANIPORTS,2024-02-22,0.0613,7.89,1.0846
ADANIPORTS,2024-02-23,0.0655,8.33,1.1047
ADANIPORTS,2024-02-26,0.06,7.81,1.0046
ADANIPORTS,2024-02-27,0.0485,7.81,1.0349
ADANIPORTS,2024-02-28,0.0323,7.57,1.0167
ADANIPORTS,2024-02-29,0.0396,7.46,1.023
ADANIPORTS,2024-03-01,0.024,7.24,0.9691
ADANIPORTS,2024-03-02,0.0307,7.22,0.9656
ADANIPORTS,2024-03-04,0.0327,7.05,0.9024
ADANIPORTS,2024-03-05,0.0227,7.19,0.8737
ADANIPORTS,2024-03-06,0.0271,7.15,0.8737
ADANIPORTS,2024-03-07,0.0303,7.19,0.8503
ADANIPORTS,2024-03-11,0.0201,7.15,0.8286
ADANIPORTS,2024-03-12,0.0102,7.3,0.8052
ADANIPORTS,2024-03-13,0.0205,7.49,0.8586
ADANIPORTS,2024-03-14,0.0029,7.9,0.892
ADANIPORTS,2024-03-15,0.0137,7.65,0.8611
ADANIPORTS,2024-03-18,0.0131,7.77,0.8705
ADANIPORTS,2024-03-19,0.0226,7.53,0.8645
ADANIPORTS,2024-03-20,0.0179,6.89,0.8507
ADANIPORTS,2024-03-21,0.0173,6.85,0.8335
ADANIPORTS,2024-03-22,0.0167,6.76,0.8283
ADANIPORTS,2024-03-26,0.0107,7.05,0.8341
ADANIPORTS,2024-03-27,0.0019,6.89,0.8483
ADANIPORTS,2024-03-28,0.0151,6.92,0.8506
ADANIPORTS,2024-04-01,0.0149,6.99,0.8392
ADANIPORTS,2024-04-02,0.0256,7.19,0.7958
ADANIPORTS,2024-04-03,0.0152,6.91,0.8077
ADANIPORTS,2024-04-04,0.0076,6.88,0.804
ADANIPORTS,2024-04-05,0.013,6.73,0.8024
ADANIPORTS,2024-04-08,0.008,6.44,0.7946
ADANIPORTS,2024-04-09,0.008,6.49,0.7989
ADANIPORTS,2024-04-10,0.0039,6.36,0.7986
ADANIPORTS,2024-04-12,0.0169,6.12,0.7679
ADANIPORTS,2024-04-15,0.0371,6.05,0.73
ADANIPORTS,2024-04-16,0.0118,5.93,0.7368
ADANIPORTS,2024-04-18,0.0269,6.12,0.764
ADANIPORTS,2024-04-19,0.0167,6.0,0.7418
ADANIPORTS,2024-04-22,0.0307,5.98,0.7387
ADANIPORTS,2024-04-23,0.0247,6.36,0.7622
ADANIPORTS,2024-04-24,0.0234,6.47,0.7794
ADANIPORTS,2024-04-25,0.0138,6.47,0.7549
ADANIPORTS,2024-04-26,0.0006,6.15,0.7423
ADANIPORTS,2024-04-29,0.0032,6.1,0.7399
ADANIPORTS,2024-04-30,0.0163,6.1,0.724
ADANIPORTS,2024-05-02,0.0385,6.02,0.7379
ADANIPORTS,2024-05-03,0.0361,5.98,0.744
ADANIPORTS,2024-05-06,0.0524,6.2,0.8623
ADANIPORTS,2024-05-07,0.0372,6.1,0.8843
ADANIPORTS,2024-05-08,0.0292,6.17,0.9122
ADANIPORTS,2024-05-09,0.0476,6.41,0.9032
ADANIPORTS,2024-05-10,0.0331,6.44,0.8948
ADANIPORTS,2024-05-13,0.0183,6.52,0.8812
ADANIPORTS,2024-05-14,0.0037,6.88,0.9282
ADANIPORTS,2024-05-15,0.0117,6.55,0.9485
ADANIPORTS,2024-05-16,0.0065,6.55,0.9753
ADANIPORTS,2024-05-17,0.0187,6.44,0.9886
ADANIPORTS,2024-05-18,0.0094,6.31,0.9991
ADANIPORTS,2024-05-21,0.0228,6.43,1.0235
ADANIPORTS,2024-05-22,0.0186,6.37,1.0043
ADANIPORTS,2024-05-24,0.0338,6.6,0.9708
ADANIPORTS,2024-05-27,0.0359,6.6,0.9861
ADANIPORTS,2024-05-28,0.0252,7.09,0.9919
ADANIPORTS,2024-05-29,0.0305,7.23,0.9759
ADANIPORTS,2024-05-30,0.0212,7.49,0.9838
ADANIPORTS,2024-05-31,0.0312,7.73,1.0352
ADANIPORTS,2024-06-03,0.0881,7.86,1.0767
ADANIPORTS,2024-06-04,0.0114,8.03,1.3123
ADANIPORTS,2024-06-05,0.0125,8.51,1.1878
ADANIPORTS,2024-06-06,0.0148,8.56,1.1798
ADANIPORTS,2024-06-07,0.0253,8.61,1.1814
ADANIPORTS,2024-06-10,0.0218,8.41,1.1733
ADANIPORTS,2024-06-11,0.0199,8.51,1.1765
ADANIPORTS,2024-06-12,0.0108,8.12,1.1709
ADANIPORTS,2024-06-13,0.0105,8.87,1.1708
ADANIPORTS,2024-06-14,0.0201,8.76,1.1679
ADANIPORTS,2024-06-18,0.0215,8.55,1.1628
ADANIPORTS,2024-06-19,0.0231,8.98,1.161
ADANIPORTS,2024-06-20,0.0186,8.77,1.1588
ADANIPORTS,2024-06-21,0.0102,8.87,1.1654
ADANIPORTS,2024-06-24,0.0046,8.52,1.1714
ADANIPORTS,2024-06-25,0.0058,8.66,1.1717
ADANIPORTS,2024-06-26,0.018,8.28,1.1741
ADANIPORTS,2024-06-27,0.0163,7.77,1.176
ADANIPORTS,2024-06-28,0.0147,7.46,1.1699
ADANIPORTS,2024-07-01,0.0192,7.53,1.1726
ADANIPORTS,2024-07-02,0.0013,7.38,1.1424
ADANIPORTS,2024-07-03,0.0904,7.1,0.6651
ADANIPORTS,2024-07-04,0.0507,7.17,0.8123
ADANIPORTS,2024-07-05,0.0526,7.21,0.7748
ADANIPORTS,2024-07-08,0.0277,7.21,0.8381
ADANIPORTS,2024-07-09,0.0375,7.31,0.8919
ADANIPORTS,2024-07-10,0.0341,7.24,0.8902
ADANIPORTS,2024-07-11,0.0346,7.24,0.8991
ADANIPORTS,2024-07-12,0.0347,6.87,0.8932
ADANIPORTS,2024-07-15,0.017,7.04,0.9197
ADANIPORTS,2024-07-16,0.0231,7.07,0.909
ADANIPORTS,2024-07-18,0.0205,7.14,0.9486
ADANIPORTS,2024-07-19,0.0023,7.17,0.9205
ADANIPORTS,2024-07-22,0.0027,7.24,0.8337
ADANIPORTS,2024-07-23,0.0203,7.42,0.9806
ADANIPORTS,2024-07-24,0.013,7.35,0.9698
ADANIPORTS,2024-07-25,0.0062,7.42,0.9617
ADANIPORTS,2024-07-26,0.025,7.89,0.9457
ADANIPORTS,2024-07-29,0.0294,7.93,0.9358
ADANIPORTS,2024-07-30,0.0282,7.93,0.9404
ADANIPORTS,2024-07-31,0.0372,8.06,0.9511
ADANIPORTS,2024-08-01,0.0283,8.28,0.9294
ADANIPORTS,2024-08-02,0.0322,7.97,0.9651
ADANIPORTS,2024-08-05,0.0004,8.15,1.0317
ADANIPORTS,2024-08-06,0.0052,8.02,0.9801
ADANIPORTS,2024-08-07,0.0183,8.15,1.0101
ADANIPORTS,2024-08-08,0.0087,7.93,1.018
ADANIPORTS,2024-08-09,0.0135,8.2,1.02
ADANIPORTS,2024-08-12,0.0018,8.82,0.9673
ADANIPORTS,2024-08-13,0.0075,8.62,0.9617
ADANIPORTS,2024-08-14,0.0092,8.52,0.9599
ADANIPORTS,2024-08-16,0.0013,8.47,0.9628
ADANIPORTS,2024-08-19,0.0135,8.1,0.9747
ADANIPORTS,2024-08-20,0.0048,7.93,0.9874
ADANIPORTS,2024-08-21,0.0017,7.81,0.9365
ADANIPORTS,2024-08-22,0.0068,7.97,0.9501
ADANIPORTS,2024-08-23,0.0003,8.06,0.9452
ADANIPORTS,2024-08-26,0.0222,7.65,0.931
ADANIPORTS,2024-08-27,0.0227,7.81,0.9434
ADANIPORTS,2024-08-28,0.0306,7.93,0.9416
ADANIPORTS,2024-08-29,0.0369,8.06,0.9434
ADANIPORTS,2024-08-30,0.0319,7.85,0.952
ADANIPORTS,2024-09-02,0.021,8.1,0.8692
ADANIPORTS,2024-09-03,0.0222,8.19,0.8788
ADANIPORTS,2024-09-04,0.0208,8.23,0.8569
ADANIPORTS,2024-09-05,0.0354,8.01,0.8376
ADANIPORTS,2024-09-06,0.0425,8.32,0.837
ADANIPORTS,2024-09-09,0.022,8.46,0.9697
ADANIPORTS,2024-09-10,0.0301,8.56,1.0464
ADANIPORTS,2024-09-11,0.0209,8.71,1.0114
ADANIPORTS,2024-09-12,0.0033,8.92,1.1077
ADANIPORTS,2024-09-13,0.0255,8.28,1.1234
ADANIPORTS,2024-09-16,0.0294,8.61,1.1348
ADANIPORTS,2024-09-17,0.0338,8.87,1.1369
ADANIPORTS,2024-09-18,0.0373,8.82,1.1367
ADANIPORTS,2024-09-19,0.0423,8.72,1.1099
ADANIPORTS,2024-09-20,0.0213,8.82,1.095
ADANIPORTS,2024-09-23,0.0122,8.92,1.1109
ADANIPORTS,2024-09-24,0.011,8.86,1.1025
ADANIPORTS,2024-09-25,0.0092,8.76,1.0861
ADANIPORTS,2024-09-26,0.002,8.42,1.053
ADANIPORTS,2024-09-27,0.0146,8.37,1.048
ADANIPORTS,2024-09-30,0.0213,8.33,1.0283
ADANIPORTS,2024-10-01,0.0031,8.06,1.009
ADANIPORTS,2024-10-03,0.0199,8.15,1.0029
ADANIPORTS,2024-10-04,0.0207,8.15,1.0369
ADANIPORTS,2024-10-07,0.0282,7.97,1.0216
ADANIPORTS,2024-10-08,0.0074,7.97,1.0287
ADANIPORTS,2024-10-09,0.0151,7.69,1.028
ADANIPORTS,2024-10-10,0.0111,7.57,0.9958
ADANIPORTS,2024-10-11,0.0211,7.53,0.9896
ADANIPORTS,2024-10-14,0.018,7.77,0.9928
ADANIPORTS,2024-10-15,0.0066,7.42,0.986
ADANIPORTS,2024-10-16,0.0119,7.53,0.9977
ADANIPORTS,2024-10-17,0.0152,7.53,0.994
ADANIPORTS,2024-10-18,0.0044,7.61,0.9992
ADANIPORTS,2024-10-21,0.0291,7.53,0.9957
ADANIPORTS,2024-10-22,0.0326,7.61,1.0036
ADANIPORTS,2024-10-23,0.042,7.61,0.9925
ADANIPORTS,2024-10-24,0.0372,7.32,0.9921
ADANIPORTS,2024-10-25,0.0536,7.46,0.9971
ADANIPORTS,2024-10-28,0.0336,7.28,1.0421
ADANIPORTS,2024-10-29,0.0268,7.39,1.0907
ADANIPORTS,2024-10-30,0.0194,7.46,1.1076
ADANIPORTS,2024-10-31,0.014,7.39,1.1083
ADANIPORTS,2024-11-04,0.0221,7.5,1.0807
ADANIPORTS,2024-11-05,0.0101,7.69,1.1024
ADANIPORTS,2024-11-06,0.0163,7.77,1.0972
ADANIPORTS,2024-11-07,0.0278,7.58,1.0928
ADANIPORTS,2024-11-08,0.0228,7.58,1.0562
ADANIPORTS,2024-11-11,0.0278,7.5,1.0623
ADANIPORTS,2024-11-12,0.0344,7.35,1.051
ADANIPORTS,2024-11-13,0.0451,7.61,1.0341
ADANIPORTS,2024-11-14,0.0482,7.28,1.0361
ADANIPORTS,2024-11-18,0.0362,7.17,1.0155
ADANIPORTS,2024-11-19,0.0394,7.28,1.0595
ADANIPORTS,2024-11-21,0.0758,7.53,1.0608
ADANIPORTS,2024-11-22,0.0636,7.65,1.0342
ADANIPORTS,2024-11-25,0.0494,7.61,1.0257
ADANIPORTS,2024-11-26,0.0584,7.81,1.023
ADANIPORTS,2024-11-27,0.0295,7.73,1.0123
ADANIPORTS,2024-11-28,0.0453,8.06,0.9952
ADANIPORTS,2024-11-29,0.0447,7.85,0.989
ADANIPORTS,2024-12-02,0.0444,7.93,0.9852
ADANIPORTS,2024-12-03,0.0206,8.06,0.9959
ADANIPORTS,2024-12-04,0.0196,7.85,0.985
ADANIPORTS,2024-12-05,0.0105,7.42,0.9841
ADANIPORTS,2024-12-06,0.0265,7.07,0.9812
ADANIPORTS,2024-12-10,0.0216,6.91,0.9819
ADANIPORTS,2024-12-11,0.0289,6.88,0.9839
ADANIPORTS,2024-12-12,0.0257,7.04,0.9869
ADANIPORTS,2024-12-13,0.0148,7.38,0.9868
ADANIPORTS,2024-12-16,0.0109,7.45,0.9889
ADANIPORTS,2024-12-17,0.0087,7.69,0.9874
ADANIPORTS,2024-12-18,0.021,7.85,0.983
ADANIPORTS,2024-12-19,0.0113,7.77,0.9557
ADANIPORTS,2024-12-20,0.0301,7.5,0.8891
ADANIPORTS,2024-12-23,0.0067,7.5,0.8579
ADANIPORTS,2024-12-24,0.0047,7.65,0.8707
ADANIPORTS,2024-12-26,0.0413,7.77,0.889
ADANIPORTS,2024-12-27,0.0073,7.61,0.8983
ADANIPORTS,2024-12-30,0.0176,7.42,0.9099
ADANIPORTS,2024-12-31,0.0104,7.46,0.9121
ADANIPORTS,2025-01-01,0.0079,7.24,0.8555
ADANIPORTS,2025-01-02,0.0257,7.38,0.8572
ADANIPORTS,2025-01-03,0.0284,7.65,0.8758
ADANIPORTS,2025-01-06,0.0466,8.42,0.8879
ADANIPORTS,2025-01-07,0.0383,8.37,0.916
ADANIPORTS,2025-01-08,0.041,9.08,0.9083
ADANIPORTS,2025-01-09,0.038,9.2,0.8992
ADANIPORTS,2025-01-10,0.0524,9.03,0.9154
ADANIPORTS,2025-01-13,0.0776,9.14,0.9247
ADANIPORTS,2025-01-14,0.048,9.09,0.9996
ADANIPORTS,2025-01-15,0.0386,9.04,1.0096
ADANIPORTS,2025-01-16,0.0164,9.26,1.0524
ADANIPORTS,2025-01-17,0.0164,9.04,1.0545
ADANIPORTS,2025-01-20,0.0145,9.43,1.058
ADANIPORTS,2025-01-21,0.0306,9.49,1.0768
ADANIPORTS,2025-01-22,0.0325,9.68,1.0723
ADANIPORTS,2025-01-23,0.0513,9.2,1.0491
ADANIPORTS,2025-01-24,0.0569,9.93,1.049
ADANIPORTS,2025-01-27,0.0529,10.41,1.0403
ADANIPORTS,2025-01-28,0.052,10.27,1.0443
ADANIPORTS,2025-01-29,0.0435,9.93,1.028
ADANIPORTS,2025-01-30,0.0565,9.73,1.0416
ADANIPORTS,2025-01-31,0.034,9.67,1.0333
ADANIPORTS,2025-02-01,0.031,9.08,0.9721
ADANIPORTS,2025-02-03,0.0255,9.2,0.9564
ADANIPORTS,2025-02-04,0.0061,9.08,0.9673
ADANIPORTS,2025-02-05,0.0073,9.2,0.9595
ADANIPORTS,2025-02-06,0.0224,8.87,0.9425
ADANIPORTS,2025-02-07,0.0172,8.82,0.9233
ADANIPORTS,2025-02-10,0.0056,8.92,0.9024
ADANIPORTS,2025-02-11,0.0101,8.92,0.8614
ADANIPORTS,2025-02-12,0.0076,8.98,0.8892
ADANIPORTS,2025-02-13,0.0147,9.03,0.895
ADANIPORTS,2025-02-14,0.0258,8.98,0.908
ADANIPORTS,2025-02-17,0.0058,8.66,0.8958
ADANIPORTS,2025-02-18,0.0035,8.37,0.8986
ADANIPORTS,2025-02-19,0.0085,8.33,0.9019
ADANIPORTS,2025-02-20,0.0107,8.2,0.9115
ADANIPORTS,2025-02-21,0.0016,8.15,0.9188
ADANIPORTS,2025-02-24,0.0033,8.02,0.9148
ADANIPORTS,2025-02-25,0.0078,8.33,0.9241
ADANIPORTS,2025-02-27,0.002,8.33,0.8515
ADANIPORTS,2025-02-28,0.0099,7.93,0.8579
ADANIPORTS,2025-03-03,0.0056,7.93,0.9223
ADANIPORTS,2025-03-04,0.0175,8.02,0.9334
ADANIPORTS,2025-03-05,0.0068,8.02,0.9498
ADANIPORTS,2025-03-06,0.0071,8.33,0.9643
ADANIPORTS,2025-03-07,0.0056,8.47,0.9442
ADANIPORTS,2025-03-10,0.005,8.42,0.9464
ADANIPORTS,2025-03-11,0.0046,8.61,0.9487
ADANIPORTS,2025-03-12,0.0054,8.72,0.9971
ADANIPORTS,2025-03-13,0.0082,8.42,0.9809
ADANIPORTS,2025-03-17,0.0138,8.42,0.9826
ADANIPORTS,2025-03-18,0.04,8.33,0.9835
ADANIPORTS,2025-03-20,0.0388,8.42,0.9441
ADANIPORTS,2025-03-21,0.0459,8.72,0.9476
ADANIPORTS,2025-03-24,0.0487,9.08,0.9451
ADANIPORTS,2025-03-25,0.0253,9.03,0.9393
ADANIPORTS,2025-03-26,0.0445,8.87,0.9117
ADANIPORTS,2025-03-27,0.0536,9.09,0.911
ADANIPORTS,2025-03-28,0.0415,8.98,0.9089
ADANIPORTS,2025-04-01,0.0443,8.43,0.9081
ADANIPORTS,2025-04-02,0.0458,8.57,0.9062
ADANIPORTS,2025-04-03,0.0667,8.82,0.9484
ADANIPORTS,2025-04-04,0.0325,8.77,0.96
ADANIPORTS,2025-04-07,0.0016,8.98,0.7381
ADANIPORTS,2025-04-08,0.0065,8.67,0.7899
ADANIPORTS,2025-04-09,0.0059,8.67,0.7864
ADANIPORTS,2025-04-11,0.0087,8.33,0.8066
ADANIPORTS,2025-04-15,0.0259,8.29,0.8301
ADANIPORTS,2025-04-16,0.0416,8.06,0.807
ADANIPORTS,2025-04-17,0.0473,8.33,0.7977
ADANIPORTS,2025-04-21,0.0368,8.24,0.8064
ADANIPORTS,2025-04-22,0.0169,7.98,0.8175
ADANIPORTS,2025-04-23,0.021,8.15,0.8214
ADANIPORTS,2025-04-24,0.0135,7.85,0.819
ADANIPORTS,2025-04-25,0.0044,7.85,0.8398
ADANIPORTS,2025-04-28,0.0104,7.81,0.8343
ADANIPORTS,2025-04-29,0.0104,7.85,0.831
ADANIPORTS,2025-04-30,0.004,7.73,0.828
ADANIPORTS,2025-05-02,0.028,7.77,0.8776
ADANIPORTS,2025-05-05,0.0571,8.38,0.904
ADANIPORTS,2025-05-06,0.041,8.38,0.9037
ADANIPORTS,2025-05-07,0.049,8.15,0.8902
ADANIPORTS,2025-05-08,0.0825,8.47,1.055
ADANIPORTS,2025-05-09,0.0559,8.02,1.0615
ADANIPORTS,2025-05-12,0.0797,7.85,1.0322
ADANIPORTS,2025-05-13,0.0705,7.81,1.006
ADANIPORTS,2025-05-14,0.0619,7.69,0.9968
ADANIPORTS,2025-05-15,0.0646,7.31,0.9854
ADANIPORTS,2025-05-16,0.0566,6.94,0.9758
ADANIPORTS,2025-05-19,0.0561,6.87,0.9443
ADANIPORTS,2025-05-20,0.0518,6.57,0.9639
ADANIPORTS,2025-05-21,0.0532,6.69,0.9597
ADANIPORTS,2025-05-22,0.0461,6.9,0.9651
ADANIPORTS,2025-05-23,0.054,6.9,0.9516
ADANIPORTS,2025-05-26,0.0705,6.66,0.9392
ADANIPORTS,2025-05-27,0.0651,6.72,0.9557
ADANIPORTS,2025-05-28,0.0697,6.72,0.9654
ADANIPORTS,2025-05-29,0.0605,6.78,0.8971
ADANIPORTS,2025-05-30,0.048,6.63,0.8421
ADANIPORTS,2025-06-02,0.0491,6.48,0.8426
ADANIPORTS,2025-06-03,0.0405,6.54,0.8559
ADANIPORTS,2025-06-04,0.0356,6.51,0.8722
ADANIPORTS,2025-06-05,0.0526,6.37,0.857
ADANIPORTS,2025-06-06,0.0418,6.57,0.8437
ADANIPORTS,2025-06-09,0.0466,6.78,0.8586
ADANIPORTS,2025-06-10,0.0472,6.97,0.8807
ADANIPORTS,2025-06-11,0.0357,7.24,0.8716
ADANIPORTS,2025-06-12,0.0137,7.64,0.9041
ADANIPORTS,2025-06-13,0.0011,8.15,0.9255
ADANIPORTS,2025-06-16,0.0015,7.93,0.9232
ADANIPORTS,2025-06-17,0.0066,8.47,0.9503
ADANIPORTS,2025-06-18,0.0125,8.52,0.9439
ADANIPORTS,2025-06-19,0.0187,8.24,0.9623
ADANIPORTS,2025-06-20,0.0224,8.47,0.9581
ADANIPORTS,2025-06-23,0.0224,8.72,0.9493
ADANIPORTS,2025-06-24,0.0054,8.57,0.9231
ADANIPORTS,2025-06-25,0.007,8.47,0.9216
ADANIPORTS,2025-06-26,0.0112,8.24,0.9315
ADANIPORTS,2025-06-30,0.0022,8.23,0.9045
ADANIPORTS,2025-07-01,0.0036,7.84,0.8885
ADANIPORTS,2025-07-02,0.0028,7.64,0.8546
ADANIPORTS,2025-07-03,0.006,8.06,0.8515
ADANIPORTS,2025-07-04,0.0169,8.02,0.856
ADANIPORTS,2025-07-07,0.0181,7.85,0.8538
ADANIPORTS,2025-07-08,0.0147,7.93,0.8596
ADANIPORTS,2025-07-09,0.0125,7.73,0.8463
ADANIPORTS,2025-07-10,0.0093,7.5,0.8529
ADANIPORTS,2025-07-11,0.009,7.31,0.8199
ADANIPORTS,2025-07-14,0.0166,7.35,0.8179
ADANIPORTS,2025-07-15,0.0231,7.31,0.8286
ADANIPORTS,2025-07-16,0.0341,7.24,0.8372
ADANIPORTS,2025-07-17,0.0443,7.03,0.8015
ADANIPORTS,2025-07-18,0.0522,7.2,0.8075
ADANIPORTS,2025-07-21,0.0552,7.27,0.815
ADANIPORTS,2025-07-22,0.011,7.38,0.7383
ADANIPORTS,2025-07-23,0.0131,7.1,0.7915
ADANIPORTS,2025-07-24,0.0082,7.1,0.7684
ADANIPORTS,2025-07-25,0.0284,7.27,0.7726
ADANIPORTS,2025-07-28,0.0434,7.57,0.7991
ADANIPORTS,2025-07-29,0.034,7.77,0.8343
ADANIPORTS,2025-07-30,0.027,8.06,0.8305
ADANIPORTS,2025-07-31,0.0338,7.89,0.8597
ADANIPORTS,2025-08-01,0.0382,7.93,0.8469
ADANIPORTS,2025-08-04,0.0261,8.19,0.8573
ADANIPORTS,2025-08-05,0.045,8.19,0.935
ADANIPORTS,2025-08-06,0.0404,7.89,0.9657
ADANIPORTS,2025-08-07,0.0488,8.47,0.9939
ADANIPORTS,2025-08-08,0.0516,8.61,0.9952
ADANIPORTS,2025-08-11,0.0442,8.28,0.9912
ADANIPORTS,2025-08-12,0.058,8.61,0.9688
ADANIPORTS,2025-08-13,0.0626,8.42,0.9622
ADANIPORTS,2025-08-14,0.0694,8.77,0.9552
ADANIPORTS,2025-08-18,0.0488,8.43,0.9266
ADANIPORTS,2025-08-19,0.0356,8.57,0.9433
ADANIPORTS,2025-08-20,0.0293,8.29,0.9472
ADANIPORTS,2025-08-21,0.029,8.33,0.9398
ADANIPORTS,2025-08-22,0.0326,8.52,0.9592
ADANIPORTS,2025-08-25,0.0213,8.62,0.9645
ADANIPORTS,2025-08-26,0.0334,8.52,0.9813
ADANIPORTS,2025-08-28,0.0357,8.72,0.9728
ADANIPORTS,2025-08-29,0.0327,8.62,0.9804
ADANIPORTS,2025-09-01,0.0172,8.88,0.9856
ADANIPORTS,2025-09-02,0.0105,8.77,0.9767
ADANIPORTS,2025-09-03,0.0264,8.24,0.9628
ADANIPORTS,2025-09-04,0.0229,7.94,0.913
ADANIPORTS,2025-09-05,0.0159,8.47,0.8923
ADANIPORTS,2025-09-08,0.0002,8.43,0.9181
ADANIPORTS,2025-09-09,0.0319,8.52,0.9729
ADANIPORTS,2025-09-10,0.0238,8.93,0.9801
ADANIPORTS,2025-09-11,0.0297,8.77,0.978
ADANIPORTS,2025-09-12,0.0354,9.25,0.9521
ADANIPORTS,2025-09-15,0.0433,9.14,0.9877
ADANIPORTS,2025-09-16,0.0385,9.08,1.004
ADANIPORTS,2025-09-17,0.0211,8.97,0.9775
ADANIPORTS,2025-09-18,0.0197,9.3,0.9684
ADANIPORTS,2025-09-19,0.0408,9.92,0.9512
ADANIPORTS,2025-09-22,0.0501,9.73,0.9487
ADANIPORTS,2025-09-23,0.0528,9.79,0.9224
ADANIPORTS,2025-09-24,0.0531,9.86,0.9466
ADANIPORTS,2025-09-25,0.0432,9.54,0.9362
ADANIPORTS,2025-09-26,0.0351,9.99,0.9149
ADANIPORTS,2025-09-29,0.0233,9.92,0.9261
ADANIPORTS,2025-09-30,0.0336,9.73,0.9351
ADANIPORTS,2025-10-01,0.0373,10.33,0.9583
ADANIPORTS,2025-10-03,0.0404,10.48,0.9381
ADANIPORTS,2025-10-06,0.0337,10.25,0.9321
ADANIPORTS,2025-10-07,0.0201,9.72,0.9054
ADANIPORTS,2025-10-08,0.0015,9.47,0.888
ADANIPORTS,2025-10-09,0.006,8.91,0.8735
ADANIPORTS,2025-10-10,0.0066,8.91,0.8969
ADANIPORTS,2025-10-13,0.0194,8.86,0.8974
ADANIPORTS,2025-10-14,0.0099,8.81,0.8923
ADANIPORTS,2025-10-15,0.0235,8.92,0.8828
ADANIPORTS,2025-10-16,0.0304,8.72,0.924
ADANIPORTS,2025-10-17,0.0164,8.77,0.9666
ADANIPORTS,2025-10-20,0.0098,8.61,0.945
ADANIPORTS,2025-10-21,0.0187,8.65,0.9358
ADANIPORTS,2025-10-23,0.0065,8.7,0.9632
ADANIPORTS,2025-10-24,0.0031,8.97,0.9519
ADANIPORTS,2025-10-27,0.006,8.86,0.9748
ADANIPORTS,2025-10-28,0.0119,8.5,0.9954
ADANIPORTS,2025-10-29,0.0336,8.45,0.9709
ADANIPORTS,2025-10-30,0.0275,8.3,0.9688
ADANIPORTS,2025-10-31,0.0132,8.25,0.922
