stock,date,ER,run_length_mean,VR
BHARTIARTL,2023-06-14,0.029,7.69,0.6176
BHARTIARTL,2023-06-15,0.0293,7.53,0.6112
BHARTIARTL,2023-06-16,0.0349,7.69,0.6008
BHARTIARTL,2023-06-19,0.0236,7.98,0.6083
BHARTIARTL,2023-06-20,0.0312,7.81,0.6085
BHARTIARTL,2023-06-21,0.0321,7.81,0.6038
BHARTIARTL,2023-06-22,0.0167,7.69,0.5803
BHARTIARTL,2023-06-23,0.0268,7.89,0.597
BHARTIARTL,2023-06-26,0.0301,7.94,0.6015
BHARTIARTL,2023-06-27,0.0398,8.24,0.6119
BHARTIARTL,2023-06-28,0.0413,8.15,0.916
BHARTIARTL,2023-06-30,0.0517,8.02,0.9498
BHARTIARTL,2023-07-03,0.0381,7.98,0.9594
BHARTIARTL,2023-07-04,0.0305,8.02,1.0121
BHARTIARTL,2023-07-05,0.0406,8.02,0.9958
BHARTIARTL,2023-07-06,0.0284,8.06,1.003
BHARTIARTL,2023-07-07,0.0327,8.06,0.9881
BHARTIARTL,2023-07-10,0.052,8.02,0.9785
BHARTIARTL,2023-07-11,0.0515,7.89,0.9269
BHARTIARTL,2023-07-12,0.0608,7.89,0.8983
BHARTIARTL,2023-07-13,0.0584,7.61,0.8721
BHARTIARTL,2023-07-14,0.0653,7.5,0.9066
BHARTIARTL,2023-07-17,0.0408,7.32,0.9209
BHARTIARTL,2023-07-18,0.0435,7.11,0.9807
BHARTIARTL,2023-07-19,0.0386,6.85,0.9609
BHARTIARTL,2023-07-20,0.0451,6.88,0.9852
BHARTIARTL,2023-07-21,0.0375,6.7,0.9844
BHARTIARTL,2023-07-24,0.0333,6.91,0.951
BHARTIARTL,2023-07-25,0.0278,6.79,0.94
BHARTIARTL,2023-07-26,0.0171,6.7,0.9264
BHARTIARTL,2023-07-27,0.018,6.49,0.9167
BHARTIARTL,2023-07-28,0.0148,6.49,0.8837
BHARTIARTL,2023-07-31,0.0222,6.7,0.8461
BHARTIARTL,2023-08-01,0.021,6.82,0.8404
BHARTIARTL,2023-08-02,0.008,6.79,0.8626
BHARTIARTL,2023-08-03,0.0059,6.58,0.8356
BHARTIARTL,2023-08-04,0.0155,6.52,0.8155
BHARTIARTL,2023-08-07,0.0006,6.64,0.8197
BHARTIARTL,2023-08-08,0.0073,6.64,0.8422
BHARTIARTL,2023-08-09,0.0053,6.64,0.8645
BHARTIARTL,2023-08-10,0.0079,6.82,0.8735
BHARTIARTL,2023-08-11,0.0103,7.11,0.8755
BHARTIARTL,2023-08-14,0.0082,7.5,0.839
BHARTIARTL,2023-08-16,0.0114,7.77,0.8371
BHARTIARTL,2023-08-17,0.0115,8.29,0.8486
BHARTIARTL,2023-08-18,0.0181,8.29,0.8235
BHARTIARTL,2023-08-21,0.0098,8.2,0.8387
BHARTIARTL,2023-08-22,0.0131,7.98,0.8489
BHARTIARTL,2023-08-23,0.0146,7.65,0.8433
BHARTIARTL,2023-08-24,0.0213,7.54,0.8316
BHARTIARTL,2023-08-25,0.0196,7.73,0.8693
BHARTIARTL,2023-08-28,0.0172,7.98,0.884
BHARTIARTL,2023-08-29,0.0361,8.06,0.92
BHARTIARTL,2023-08-30,0.0264,7.94,0.9214
BHARTIARTL,2023-08-31,0.0119,8.06,0.8942
BHARTIARTL,2023-09-01,0.0054,8.2,0.9326
BHARTIARTL,2023-09-04,0.0311,7.98,0.9475
BHARTIARTL,2023-09-05,0.0259,7.77,0.9527
BHARTIARTL,2023-09-06,0.0082,7.69,0.9602
BHARTIARTL,2023-09-07,0.0049,7.65,0.9163
BHARTIARTL,2023-09-08,0.0158,7.61,0.9237
BHARTIARTL,2023-09-11,0.0184,7.39,0.9173
BHARTIARTL,2023-09-12,0.0293,6.94,0.8676
BHARTIARTL,2023-09-13,0.0569,6.91,0.8842
BHARTIARTL,2023-09-14,0.0551,6.7,0.8694
BHARTIARTL,2023-09-15,0.0673,6.79,0.8471
BHARTIARTL,2023-09-18,0.0483,6.85,0.8473
BHARTIARTL,2023-09-20,0.0359,7.08,0.8363
BHARTIARTL,2023-09-21,0.0435,7.25,0.8242
BHARTIARTL,2023-09-22,0.0437,7.21,0.8145
BHARTIARTL,2023-09-25,0.0341,6.98,0.811
BHARTIARTL,2023-09-26,0.0408,6.88,0.7062
BHARTIARTL,2023-09-27,0.0535,6.67,0.7709
BHARTIARTL,2023-09-28,0.0704,6.64,0.7722
BHARTIARTL,2023-09-29,0.0631,6.82,0.7755
BHARTIARTL,2023-10-03,0.0513,6.85,0.7842
BHARTIARTL,2023-10-04,0.0566,7.14,0.7756
BHARTIARTL,2023-10-05,0.0531,6.85,0.762
BHARTIARTL,2023-10-06,0.0404,6.91,0.7591
BHARTIARTL,2023-10-09,0.0363,6.94,0.7439
BHARTIARTL,2023-10-10,0.0567,6.91,0.8068
BHARTIARTL,2023-10-11,0.0541,7.04,0.8349
BHARTIARTL,2023-10-12,0.0543,7.11,0.8376
BHARTIARTL,2023-10-13,0.0326,7.18,0.8189
BHARTIARTL,2023-10-16,0.0299,7.39,0.8155
BHARTIARTL,2023-10-17,0.0292,7.58,0.808
BHARTIARTL,2023-10-18,0.0399,7.46,0.8324
BHARTIARTL,2023-10-19,0.0307,7.21,0.8259
BHARTIARTL,2023-10-20,0.0251,7.39,0.8363
BHARTIARTL,2023-10-23,0.0341,7.58,0.8556
BHARTIARTL,2023-10-25,0.0123,7.85,0.8221
BHARTIARTL,2023-10-26,0.0016,8.15,0.8582
BHARTIARTL,2023-10-27,0.009,8.29,0.8736
BHARTIARTL,2023-10-30,0.0019,8.33,0.8837
BHARTIARTL,2023-10-31,0.0046,8.38,0.8789
BHARTIARTL,2023-11-01,0.0081,8.52,0.827
BHARTIARTL,2023-11-02,0.0009,8.33,0.8762
BHARTIARTL,2023-11-03,0.0041,9.2,0.869
BHARTIARTL,2023-11-07,0.0181,8.93,0.8652
BHARTIARTL,2023-11-08,0.004,8.93,0.8363
BHARTIARTL,2023-11-09,0.0183,9.15,0.7897
BHARTIARTL,2023-11-10,0.0181,8.77,0.7864
BHARTIARTL,2023-11-13,0.0157,8.92,0.8068
BHARTIARTL,2023-11-15,0.0083,8.82,0.8167
BHARTIARTL,2023-11-16,0.0002,8.72,0.8372
BHARTIARTL,2023-11-17,0.0056,8.77,0.8406
BHARTIARTL,2023-11-20,0.0155,9.25,0.8478
BHARTIARTL,2023-11-21,0.0296,9.2,0.8487
BHARTIARTL,2023-11-22,0.0209,8.87,0.8444
BHARTIARTL,2023-11-23,0.0423,8.92,0.8551
BHARTIARTL,2023-11-24,0.0533,8.77,0.8346
BHARTIARTL,2023-11-28,0.0842,8.37,0.8094
BHARTIARTL,2023-11-29,0.0854,8.1,0.8939
BHARTIARTL,2023-11-30,0.1008,7.97,0.8827
BHARTIARTL,2023-12-01,0.1136,7.57,0.9345
BHARTIARTL,2023-12-04,0.1158,7.57,0.909
BHARTIARTL,2023-12-05,0.1094,7.89,0.9387
BHARTIARTL,2023-12-06,0.0864,7.81,0.9788
BHARTIARTL,2023-12-07,0.0584,8.15,1.0167
BHARTIARTL,2023-12-08,0.0645,8.06,1.0055
BHARTIARTL,2023-12-11,0.0636,8.06,1.0094
BHARTIARTL,2023-12-12,0.0535,8.28,1.024
BHARTIARTL,2023-12-13,0.0528,8.06,1.0113
BHARTIARTL,2023-12-14,0.0561,7.93,1.009
BHARTIARTL,2023-12-15,0.0373,7.97,0.982
BHARTIARTL,2023-12-18,0.0393,7.68,0.9879
BHARTIARTL,2023-12-19,0.0219,7.38,0.9837
BHARTIARTL,2023-12-20,0.0006,7.76,0.9784
BHARTIARTL,2023-12-21,0.0085,7.84,0.9791
BHARTIARTL,2023-12-22,0.0111,7.57,0.9702
BHARTIARTL,2023-12-26,0.0204,7.31,0.9826
BHARTIARTL,2023-12-27,0.0152,7.49,0.9278
BHARTIARTL,2023-12-28,0.0324,7.64,0.9238
BHARTIARTL,2023-12-29,0.0085,7.45,0.8919
BHARTIARTL,2024-01-01,0.0207,7.84,0.9226
BHARTIARTL,2024-01-02,0.0092,7.49,0.9077
BHARTIARTL,2024-01-03,0.0028,7.34,0.8883
BHARTIARTL,2024-01-04,0.0372,7.38,0.8651
BHARTIARTL,2024-01-05,0.0352,7.31,0.8822
BHARTIARTL,2024-01-08,0.0359,7.17,0.8841
BHARTIARTL,2024-01-09,0.0505,7.17,0.8563
BHARTIARTL,2024-01-10,0.0499,7.31,0.8779
BHARTIARTL,2024-01-11,0.0434,7.35,0.8759
BHARTIARTL,2024-01-12,0.0534,7.57,0.9149
BHARTIARTL,2024-01-15,0.0744,7.85,0.9165
BHARTIARTL,2024-01-16,0.0743,7.94,0.9336
BHARTIARTL,2024-01-17,0.0633,7.94,0.9435
BHARTIARTL,2024-01-18,0.0821,7.32,0.9329
BHARTIARTL,2024-01-19,0.0934,7.65,1.0086
BHARTIARTL,2024-01-20,0.0879,7.85,0.9863
BHARTIARTL,2024-01-23,0.0994,8.38,1.04
BHARTIARTL,2024-01-24,0.0993,8.47,1.0208
BHARTIARTL,2024-01-25,0.0784,8.77,1.0727
BHARTIARTL,2024-01-29,0.085,8.38,1.0895
BHARTIARTL,2024-01-30,0.0851,8.24,1.0819
BHARTIARTL,2024-01-31,0.0882,8.67,1.079
BHARTIARTL,2024-02-01,0.0699,8.67,1.084
BHARTIARTL,2024-02-02,0.0564,8.77,1.0696
BHARTIARTL,2024-02-05,0.0352,8.82,1.0758
BHARTIARTL,2024-02-06,0.0458,9.04,1.0824
BHARTIARTL,2024-02-07,0.0394,8.38,1.0605
BHARTIARTL,2024-02-08,0.0364,8.38,1.0657
BHARTIARTL,2024-02-09,0.0338,8.47,1.0605
BHARTIARTL,2024-02-12,0.0193,8.15,1.0464
BHARTIARTL,2024-02-13,0.0068,8.11,1.0277
BHARTIARTL,2024-02-15,0.011,7.94,1.0231
BHARTIARTL,2024-02-16,0.0171,7.65,1.0145
BHARTIARTL,2024-02-19,0.0239,8.38,1.0374
BHARTIARTL,2024-02-20,0.0113,8.06,1.0016
BHARTIARTL,2024-02-21,0.0026,7.94,0.9724
BHARTIARTL,2024-02-22,0.0051,8.15,1.0802
BHARTIARTL,2024-02-23,0.0323,8.06,1.0858
BHARTIARTL,2024-02-26,0.0263,8.11,1.0782
BHARTIARTL,2024-02-27,0.0269,8.62,1.0731
BHARTIARTL,2024-02-28,0.0146,8.57,0.9863
BHARTIARTL,2024-02-29,0.0195,8.62,0.988
BHARTIARTL,2024-03-01,0.0171,8.62,0.9894
BHARTIARTL,2024-03-02,0.0093,8.22,0.974
BHARTIARTL,2024-03-04,0.0013,8.22,0.9203
BHARTIARTL,2024-03-05,0.0143,8.31,0.968
BHARTIARTL,2024-03-06,0.0323,9.15,0.957
BHARTIARTL,2024-03-07,0.0387,8.82,0.9173
BHARTIARTL,2024-03-11,0.0392,8.56,0.9155
BHARTIARTL,2024-03-12,0.0445,8.61,0.9188
BHARTIARTL,2024-03-13,0.0235,8.36,0.9468
BHARTIARTL,2024-03-14,0.0359,8.56,0.9314
BHARTIARTL,2024-03-15,0.0416,9.04,0.9035
BHARTIARTL,2024-03-18,0.0414,8.22,0.8876
BHARTIARTL,2024-03-19,0.0338,8.22,0.882
BHARTIARTL,2024-03-20,0.0497,8.31,0.8379
BHARTIARTL,2024-03-21,0.0469,8.31,0.7726
BHARTIARTL,2024-03-22,0.0552,7.99,0.7653
BHARTIARTL,2024-03-26,0.0539,8.17,0.7725
BHARTIARTL,2024-03-27,0.0382,8.17,0.8261
BHARTIARTL,2024-03-28,0.0534,7.9,0.8218
BHARTIARTL,2024-04-01,0.0467,7.82,0.7889
BHARTIARTL,2024-04-02,0.042,7.57,0.7922
BHARTIARTL,2024-04-03,0.0409,7.93,0.8473
BHARTIARTL,2024-04-04,0.0323,8.02,0.8357
BHARTIARTL,2024-04-05,0.0125,7.97,0.8104
BHARTIARTL,2024-04-08,0.0028,7.57,0.8395
BHARTIARTL,2024-04-09,0.0024,7.61,0.8448
BHARTIARTL,2024-04-10,0.0151,7.69,0.8687
BHARTIARTL,2024-04-12,0.0169,7.57,0.8638
BHARTIARTL,2024-04-15,0.0322,7.53,0.8521
BHARTIARTL,2024-04-16,0.0096,7.5,0.8452
BHARTIARTL,2024-04-18,0.0251,7.38,0.9678
BHARTIARTL,2024-04-19,0.0356,7.65,0.9728
BHARTIARTL,2024-04-22,0.0389,7.77,0.971
BHARTIARTL,2024-04-23,0.0558,8.15,1.0099
BHARTIARTL,2024-04-24,0.0533,7.93,0.9965
BHARTIARTL,2024-04-25,0.0546,8.1,0.987
BHARTIARTL,2024-04-26,0.0549,7.73,0.996
BHARTIARTL,2024-04-29,0.0536,7.93,1.0004
BHARTIARTL,2024-04-30,0.0494,8.24,1.0374
BHARTIARTL,2024-05-02,0.0398,8.15,1.0356
BHARTIARTL,2024-05-03,0.0409,8.52,1.0794
BHARTIARTL,2024-05-06,0.0258,8.29,1.0238
BHARTIARTL,2024-05-07,0.0391,8.38,1.051
BHARTIARTL,2024-05-08,0.0485,8.47,1.0533
BHARTIARTL,2024-05-09,0.0343,9.04,1.0442
BHARTIARTL,2024-05-10,0.0369,9.15,1.0588
BHARTIARTL,2024-05-13,0.0286,9.15,1.0762
BHARTIARTL,2024-05-14,0.0286,9.2,1.0517
BHARTIARTL,2024-05-15,0.0377,9.32,1.0259
BHARTIARTL,2024-05-16,0.0528,9.32,1.0592
BHARTIARTL,2024-05-17,0.0377,9.43,1.0199
BHARTIARTL,2024-05-18,0.0261,9.57,1.0259
BHARTIARTL,2024-05-21,0.0092,9.38,0.9879
BHARTIARTL,2024-05-22,0.0021,9.2,0.9813
BHARTIARTL,2024-05-23,0.0193,9.03,1.0015
BHARTIARTL,2024-05-27,0.0192,8.92,1.0154
BHARTIARTL,2024-05-28,0.0189,8.81,1.0055
BHARTIARTL,2024-05-29,0.0214,8.26,1.0002
BHARTIARTL,2024-05-30,0.0301,8.3,1.0035
BHARTIARTL,2024-05-31,0.0304,8.5,1.0053
BHARTIARTL,2024-06-03,0.0478,8.35,1.0394
BHARTIARTL,2024-06-04,0.0019,8.5,0.9324
BHARTIARTL,2024-06-05,0.0208,8.21,0.8831
BHARTIARTL,2024-06-06,0.0265,7.94,0.8682
BHARTIARTL,2024-06-07,0.0429,8.07,0.869
BHARTIARTL,2024-06-10,0.0392,7.98,0.8575
BHARTIARTL,2024-06-11,0.0404,8.12,0.8557
BHARTIARTL,2024-06-12,0.0407,7.98,0.8624
BHARTIARTL,2024-06-13,0.03,7.48,0.8382
BHARTIARTL,2024-06-14,0.027,7.29,0.8376
BHARTIARTL,2024-06-18,0.0254,7.26,0.8411
BHARTIARTL,2024-06-19,0.0111,7.53,0.8444
BHARTIARTL,2024-06-20,0.0128,7.24,0.8437
BHARTIARTL,2024-06-21,0.0159,7.1,0.8544
BHARTIARTL,2024-06-24,0.006,7.04,0.8418
BHARTIARTL,2024-06-25,0.0104,6.84,0.8404
BHARTIARTL,2024-06-26,0.0252,7.03,0.8492
BHARTIARTL,2024-06-27,0.0298,7.07,0.8322
BHARTIARTL,2024-06-28,0.0191,7.1,0.8282
BHARTIARTL,2024-07-01,0.0179,6.87,0.7776
BHARTIARTL,2024-07-02,0.0132,7.0,0.7628
BHARTIARTL,2024-07-03,0.0391,6.81,0.7266
BHARTIARTL,2024-07-04,0.0288,6.66,0.7816
BHARTIARTL,2024-07-05,0.0242,6.63,0.8143
BHARTIARTL,2024-07-08,0.0017,6.43,0.7902
BHARTIARTL,2024-07-09,0.0061,6.32,0.7927
BHARTIARTL,2024-07-10,0.0066,6.46,0.7921
BHARTIARTL,2024-07-11,0.0036,6.43,0.8028
BHARTIARTL,2024-07-12,0.0006,6.72,0.8192
BHARTIARTL,2024-07-15,0.0011,6.84,0.8123
BHARTIARTL,2024-07-16,0.0149,6.88,0.8193
BHARTIARTL,2024-07-18,0.0341,6.63,0.8052
BHARTIARTL,2024-07-19,0.0297,7.04,0.7677
BHARTIARTL,2024-07-22,0.0219,7.07,0.778
BHARTIARTL,2024-07-23,0.0175,7.24,0.7844
BHARTIARTL,2024-07-24,0.0143,7.54,0.8021
BHARTIARTL,2024-07-25,0.0026,7.61,0.7586
BHARTIARTL,2024-07-26,0.0124,8.02,0.8568
BHARTIARTL,2024-07-29,0.0088,7.89,0.8505
BHARTIARTL,2024-07-30,0.0012,8.06,0.8698
BHARTIARTL,2024-07-31,0.0356,8.02,0.8672
BHARTIARTL,2024-08-01,0.0366,8.06,0.8876
BHARTIARTL,2024-08-02,0.0319,7.77,0.8894
BHARTIARTL,2024-08-05,0.015,7.94,0.9096
BHARTIARTL,2024-08-06,0.0043,8.02,0.9047
BHARTIARTL,2024-08-07,0.0002,8.24,0.8923
BHARTIARTL,2024-08-08,0.0012,7.89,0.8869
BHARTIARTL,2024-08-09,0.0107,8.2,0.892
BHARTIARTL,2024-08-12,0.0124,7.98,0.9025
BHARTIARTL,2024-08-13,0.0011,8.06,0.9046
BHARTIARTL,2024-08-14,0.0012,7.98,0.9056
BHARTIARTL,2024-08-16,0.0059,7.98,0.9097
BHARTIARTL,2024-08-19,0.0058,7.81,0.9144
BHARTIARTL,2024-08-20,0.0054,8.11,0.9229
BHARTIARTL,2024-08-21,0.0033,7.94,0.9463
BHARTIARTL,2024-08-22,0.0173,7.85,0.9336
BHARTIARTL,2024-08-23,0.0122,7.94,0.9352
BHARTIARTL,2024-08-26,0.0023,7.73,0.8898
BHARTIARTL,2024-08-27,0.0181,7.54,0.9247
BHARTIARTL,2024-08-28,0.0319,7.65,0.9435
BHARTIARTL,2024-08-29,0.0297,7.54,0.919
BHARTIARTL,2024-08-30,0.0366,7.61,0.907
BHARTIARTL,2024-09-02,0.0476,8.15,0.9041
BHARTIARTL,2024-09-03,0.0364,8.06,0.882
BHARTIARTL,2024-09-04,0.0497,8.11,0.9078
BHARTIARTL,2024-09-05,0.0481,8.11,0.9249
BHARTIARTL,2024-09-06,0.0337,8.38,0.9216
BHARTIARTL,2024-09-09,0.0344,8.06,0.9126
BHARTIARTL,2024-09-10,0.0532,8.15,0.8873
BHARTIARTL,2024-09-11,0.052,8.33,0.8873
BHARTIARTL,2024-09-12,0.066,8.15,0.9908
BHARTIARTL,2024-09-13,0.0666,7.98,0.9842
BHARTIARTL,2024-09-16,0.0781,8.11,0.9637
BHARTIARTL,2024-09-17,0.0913,8.06,0.9646
BHARTIARTL,2024-09-18,0.0788,8.06,0.9383
BHARTIARTL,2024-09-19,0.0758,8.29,0.9942
BHARTIARTL,2024-09-20,0.0788,8.11,0.9656
BHARTIARTL,2024-09-23,0.0928,8.06,0.9592
BHARTIARTL,2024-09-24,0.0874,8.52,0.9697
BHARTIARTL,2024-09-25,0.0777,8.15,0.9521
BHARTIARTL,2024-09-26,0.0763,8.2,0.9959
BHARTIARTL,2024-09-27,0.057,8.29,1.051
BHARTIARTL,2024-09-30,0.0547,7.94,1.0623
BHARTIARTL,2024-10-01,0.0612,8.06,1.0602
BHARTIARTL,2024-10-03,0.0497,7.98,1.014
BHARTIARTL,2024-10-04,0.0358,8.15,1.0596
BHARTIARTL,2024-10-07,0.0457,7.89,1.0476
BHARTIARTL,2024-10-08,0.0356,8.24,1.0339
BHARTIARTL,2024-10-09,0.034,8.38,1.0618
BHARTIARTL,2024-10-10,0.0263,8.2,1.0784
BHARTIARTL,2024-10-11,0.0163,8.24,1.0116
BHARTIARTL,2024-10-14,0.0193,8.72,1.0275
BHARTIARTL,2024-10-15,0.0262,8.52,1.0367
BHARTIARTL,2024-10-16,0.0255,8.47,1.0391
BHARTIARTL,2024-10-17,0.0145,8.62,1.0335
BHARTIARTL,2024-10-18,0.0107,8.15,1.0139
BHARTIARTL,2024-10-21,0.0179,8.33,1.1176
BHARTIARTL,2024-10-22,0.0224,8.24,1.1157
BHARTIARTL,2024-10-23,0.025,7.85,1.1
BHARTIARTL,2024-10-24,0.0278,8.2,1.1357
BHARTIARTL,2024-10-25,0.0268,7.65,1.0489
BHARTIARTL,2024-10-28,0.0212,7.39,0.9975
BHARTIARTL,2024-10-29,0.0247,7.46,1.0056
BHARTIARTL,2024-10-30,0.0148,7.14,1.0319
BHARTIARTL,2024-10-31,0.0171,7.35,1.0203
BHARTIARTL,2024-11-04,0.0185,7.25,0.9752
BHARTIARTL,2024-11-05,0.0289,7.39,0.9846
BHARTIARTL,2024-11-06,0.0258,7.35,0.9707
BHARTIARTL,2024-11-07,0.0379,7.28,0.9411
BHARTIARTL,2024-11-08,0.0321,6.91,0.9269
BHARTIARTL,2024-11-11,0.0427,7.18,0.9301
BHARTIARTL,2024-11-12,0.0547,7.35,0.9215
BHARTIARTL,2024-11-13,0.0587,7.21,0.9027
BHARTIARTL,2024-11-14,0.0609,6.94,0.8873
BHARTIARTL,2024-11-18,0.0544,7.01,0.8816
BHARTIARTL,2024-11-19,0.0576,7.25,0.8457
BHARTIARTL,2024-11-21,0.0633,7.25,0.8217
BHARTIARTL,2024-11-22,0.0447,7.61,0.8183
BHARTIARTL,2024-11-25,0.0348,8.06,0.8553
BHARTIARTL,2024-11-26,0.0341,7.89,0.8424
BHARTIARTL,2024-11-27,0.0279,8.38,0.8466
BHARTIARTL,2024-11-28,0.0251,8.67,0.818
BHARTIARTL,2024-11-29,0.0009,9.2,0.9229
BHARTIARTL,2024-12-02,0.0043,9.49,0.9319
BHARTIARTL,2024-12-03,0.0034,8.98,0.9596
BHARTIARTL,2024-12-04,0.0009,9.09,0.9599
BHARTIARTL,2024-12-05,0.0136,8.93,0.9519
BHARTIARTL,2024-12-06,0.0037,9.09,0.9681
BHARTIARTL,2024-12-09,0.0163,8.62,0.9628
BHARTIARTL,2024-12-11,0.0089,9.49,0.9729
BHARTIARTL,2024-12-12,0.0136,9.15,0.95
BHARTIARTL,2024-12-13,0.0434,9.2,0.9862
BHARTIARTL,2024-12-16,0.0444,9.15,0.9978
BHARTIARTL,2024-12-17,0.0259,9.49,1.0234
BHARTIARTL,2024-12-18,0.0235,9.15,1.0203
BHARTIARTL,2024-12-19,0.0266,8.88,1.0014
BHARTIARTL,2024-12-20,0.0231,8.62,0.9945
BHARTIARTL,2024-12-23,0.0033,8.43,0.9923
BHARTIARTL,2024-12-24,0.0049,7.98,0.9841
BHARTIARTL,2024-12-26,0.0137,8.11,0.9826
BHARTIARTL,2024-12-27,0.0125,8.24,1.0058
BHARTIARTL,2024-12-30,0.0079,8.33,0.9805
BHARTIARTL,2024-12-31,0.0103,7.98,0.9228
BHARTIARTL,2025-01-01,0.0129,7.98,0.9116
BHARTIARTL,2025-01-02,0.0025,8.15,0.8993
BHARTIARTL,2025-01-03,0.0014,7.89,0.8813
BHARTIARTL,2025-01-06,0.0116,7.77,0.925
BHARTIARTL,2025-01-07,0.0044,7.61,0.9108
BHARTIARTL,2025-01-08,0.0098,7.77,0.9352
BHARTIARTL,2025-01-09,0.001,7.39,0.9324
BHARTIARTL,2025-01-10,0.001,7.39,0.9135
BHARTIARTL,2025-01-13,0.0341,6.94,0.845
BHARTIARTL,2025-01-14,0.0228,7.25,0.861
BHARTIARTL,2025-01-15,0.0033,6.73,0.8564
BHARTIARTL,2025-01-16,0.0141,6.94,0.852
BHARTIARTL,2025-01-17,0.0088,7.08,0.863
BHARTIARTL,2025-01-20,0.0193,7.21,0.8354
BHARTIARTL,2025-01-21,0.0133,7.14,0.8758
BHARTIARTL,2025-01-22,0.017,7.07,0.8719
BHARTIARTL,2025-01-23,0.0112,6.88,0.8578
BHARTIARTL,2025-01-24,0.0128,6.55,0.8635
BHARTIARTL,2025-01-27,0.0107,6.55,0.904
BHARTIARTL,2025-01-28,0.0103,6.55,0.8965
BHARTIARTL,2025-01-29,0.005,6.75,0.9043
BHARTIARTL,2025-01-30,0.0146,6.78,0.9283
BHARTIARTL,2025-01-31,0.0111,6.97,1.0626
BHARTIARTL,2025-02-01,0.0096,6.84,1.0587
BHARTIARTL,2025-02-03,0.0244,6.94,1.0667
BHARTIARTL,2025-02-04,0.0244,7.24,1.0707
BHARTIARTL,2025-02-05,0.0193,7.42,1.0698
BHARTIARTL,2025-02-06,0.0085,7.6,1.0988
BHARTIARTL,2025-02-07,0.0236,7.97,1.2398
BHARTIARTL,2025-02-10,0.0376,7.8,1.2446
BHARTIARTL,2025-02-11,0.0328,8.42,1.2411
BHARTIARTL,2025-02-12,0.0312,8.14,1.2409
BHARTIARTL,2025-02-13,0.0292,8.19,1.2413
BHARTIARTL,2025-02-14,0.0298,7.97,1.219
BHARTIARTL,2025-02-17,0.0158,7.84,1.2475
BHARTIARTL,2025-02-18,0.0158,7.97,1.2582
BHARTIARTL,2025-02-19,0.0034,8.24,1.249
BHARTIARTL,2025-02-20,0.0076,8.42,1.2428
BHARTIARTL,2025-02-21,0.0132,8.37,1.2408
BHARTIARTL,2025-02-24,0.0083,8.52,1.2539
BHARTIARTL,2025-02-25,0.0118,8.47,1.2587
BHARTIARTL,2025-02-27,0.0155,8.57,1.1647
BHARTIARTL,2025-02-28,0.0218,8.87,1.1843
BHARTIARTL,2025-03-03,0.0139,9.55,1.1815
BHARTIARTL,2025-03-04,0.0291,9.37,1.1781
BHARTIARTL,2025-03-05,0.0218,9.25,1.188
BHARTIARTL,2025-03-06,0.0139,9.49,1.2112
BHARTIARTL,2025-03-07,0.0113,9.09,0.9586
BHARTIARTL,2025-03-10,0.03,9.26,0.9941
BHARTIARTL,2025-03-11,0.0148,9.74,1.0248
BHARTIARTL,2025-03-12,0.0178,9.62,0.9396
BHARTIARTL,2025-03-13,0.0325,9.74,0.943
BHARTIARTL,2025-03-17,0.0334,9.8,0.9473
BHARTIARTL,2025-03-18,0.0343,10.27,0.9626
BHARTIARTL,2025-03-19,0.0165,9.8,0.922
BHARTIARTL,2025-03-21,0.0254,9.93,0.8691
BHARTIARTL,2025-03-24,0.0342,10.07,0.8722
BHARTIARTL,2025-03-25,0.0315,10.56,0.8737
BHARTIARTL,2025-03-26,0.0381,10.34,0.8657
BHARTIARTL,2025-03-27,0.0462,9.74,0.8452
BHARTIARTL,2025-03-28,0.0332,9.32,0.834
BHARTIARTL,2025-04-01,0.0383,9.2,0.818
BHARTIARTL,2025-04-02,0.0659,8.98,0.8275
BHARTIARTL,2025-04-03,0.0655,8.88,0.8324
BHARTIARTL,2025-04-04,0.0615,9.26,0.8338
BHARTIARTL,2025-04-07,0.0306,8.93,0.8282
BHARTIARTL,2025-04-08,0.0341,8.93,0.8672
BHARTIARTL,2025-04-09,0.0267,8.52,0.8689
BHARTIARTL,2025-04-11,0.0462,8.15,0.8998
BHARTIARTL,2025-04-15,0.0383,7.98,0.9336
BHARTIARTL,2025-04-16,0.0631,7.77,0.9455
BHARTIARTL,2025-04-17,0.0868,7.98,0.9543
BHARTIARTL,2025-04-21,0.0849,7.69,0.9517
BHARTIARTL,2025-04-22,0.0717,7.57,0.9527
BHARTIARTL,2025-04-23,0.0574,8.1,1.0436
BHARTIARTL,2025-04-24,0.0408,8.02,1.0666
BHARTIARTL,2025-04-25,0.0334,7.81,1.0798
BHARTIARTL,2025-04-28,0.0257,7.57,1.0539
BHARTIARTL,2025-04-29,0.0303,7.69,1.0884
BHARTIARTL,2025-04-30,0.047,7.69,1.0897
BHARTIARTL,2025-05-02,0.0406,8.02,1.0664
BHARTIARTL,2025-05-05,0.0453,7.61,1.065
BHARTIARTL,2025-05-06,0.0528,7.31,1.0857
BHARTIARTL,2025-05-07,0.0469,7.35,1.0848
BHARTIARTL,2025-05-08,0.0404,7.1,1.0447
BHARTIARTL,2025-05-09,0.0459,7.31,1.0666
BHARTIARTL,2025-05-12,0.0542,7.07,1.0276
BHARTIARTL,2025-05-13,0.029,7.57,0.9846
BHARTIARTL,2025-05-14,0.015,7.61,0.9457
