symbol,entry_dt,entry,sl,tp,exit_dt,exit_price,outcome,pnl,touch_dt,atr_pct_at_touch,hidden_atr_pct_rollmean40,bucket
TATAMOTORS,2023-01-31 14:10:00,310.15,311.55,306.99999999999994,2023-01-31 14:25:00,311.55,L,-1.400000000000034,2023-01-31 14:05:00,0.2256972432693899,0.2227635244479925,Mid vol
TATAMOTORS,2023-02-01 09:35:00,311.1,313.50714285714287,305.68392857142857,2023-02-01 11:00:00,313.50714285714287,L,-2.407142857142844,2023-02-01 09:30:00,0.3869382506257612,0.2541423919638239,High vol
TATAMOTORS,2023-02-01 13:20:00,312.9,315.90714285714284,306.13392857142856,2023-02-01 14:20:00,306.13392857142856,W,6.766071428571422,2023-02-01 13:15:00,0.4805277815824292,0.32300195398398,High vol
TATAMOTORS,2023-02-02 09:25:00,307.05,311.5857142857143,296.8446428571429,2023-02-02 15:00:00,306.1,EOD+,0.9499999999999886,2023-02-02 09:20:00,0.7388360133106808,0.516611659303111,High vol
TATAMOTORS,2023-02-03 11:20:00,306.2,307.98571428571427,302.1821428571428,2023-02-03 13:55:00,307.98571428571427,L,-1.7857142857142776,2023-02-03 11:15:00,0.2916404190289554,0.3267671329687283,High vol
TATAMOTORS,2023-02-06 09:20:00,307.0,309.1357142857143,302.19464285714287,2023-02-06 15:00:00,304.45,EOD+,2.550000000000012,2023-02-06 09:15:00,0.3478928629604619,0.2390366043581672,High vol
TATAMOTORS,2023-02-07 09:30:00,303.65,305.37142857142857,299.77678571428567,2023-02-07 10:55:00,299.77678571428567,W,3.873214285714312,2023-02-07 09:25:00,0.2834093795568938,0.1813911128251226,Mid vol
TATAMOTORS,2023-02-07 11:35:00,300.5,301.7214285714286,297.7517857142857,2023-02-07 14:50:00,301.7214285714286,L,-1.2214285714285893,2023-02-07 11:30:00,0.2032665287782614,0.2602101786757764,High vol
TATAMOTORS,2023-02-08 09:20:00,298.9,300.5642857142857,295.1553571428571,2023-02-08 09:55:00,300.5642857142857,L,-1.664285714285711,2023-02-08 09:15:00,0.2784949321093934,0.2029097910910518,Mid vol
TATAMOTORS,2023-02-08 11:30:00,301.45,302.6,298.8625,2023-02-08 14:30:00,302.6,L,-1.1499999999999773,2023-02-08 11:25:00,0.1907447337866979,0.2798741944922159,High vol
TATAMOTORS,2023-02-09 10:35:00,300.4,301.8071428571428,297.2339285714285,2023-02-09 15:00:00,301.0,EOD-,-0.6000000000000227,2023-02-09 10:30:00,0.2342115274871619,0.2607759164295778,High vol
TATAMOTORS,2023-02-10 10:35:00,298.8,300.2,295.65000000000003,2023-02-10 11:35:00,300.2,L,-1.3999999999999773,2023-02-10 10:30:00,0.2343488449949771,0.1924454390186288,Mid vol
TATAMOTORS,2023-02-13 09:25:00,306.0,308.07142857142856,301.3392857142857,2023-02-13 15:00:00,304.7,EOD+,1.3000000000000114,2023-02-13 09:20:00,0.3385240352064983,0.2204475506146365,Mid vol
TATAMOTORS,2023-02-14 14:20:00,304.2,305.2714285714286,301.78928571428565,2023-02-14 15:00:00,303.95,EOD+,0.25,2023-02-14 14:15:00,0.1761059453367172,0.1873124061671351,Mid vol
TATAMOTORS,2023-02-15 11:05:00,303.2,304.52142857142854,300.2267857142857,2023-02-15 14:40:00,304.52142857142854,L,-1.3214285714285552,2023-02-15 11:00:00,0.2179136826234451,0.2420269166980087,High vol
