symbol,model,split,bucket,n,pnl,pf,zpnl,zpf
TATASTEEL,MA-alone,test,SHORT gated (flipped),877,73.75,1.28,-56.29,0.832
TATASTEEL,MA-alone,test,LONG baseline,914,-40.52,0.877,-175.74,0.583
TATASTEEL,MA-alone,test,LONG gated (flipped),13,5.28,3.024,3.31,1.948
TATASTEEL,MA-alone,test,COMBINED baseline,1810,30.11,1.05,-238.03,0.69
TATASTEEL,MA-alone,test,COMBINED gated (flipped),890,79.03,1.297,-52.98,0.844
TATASTEEL,Model B,train,SHORT baseline,2797,74.9,1.142,-91.69,0.854
TATASTEEL,Model B,train,SHORT gated (flipped),2035,69.48,1.179,-55.51,0.88
TATASTEEL,Model B,train,LONG baseline,2804,-67.63,0.889,-236.63,0.672
TATASTEEL,Model B,train,LONG gated (flipped),746,-32.09,0.791,-72.93,0.597
TATASTEEL,Model B,train,COMBINED baseline,5601,7.26,1.006,-328.32,0.756
TATASTEEL,Model B,train,COMBINED gated (flipped),2781,37.39,1.069,-128.44,0.8
TATASTEEL,Model B,test,SHORT baseline,896,70.63,1.259,-62.29,0.821
TATASTEEL,Model B,test,SHORT gated (flipped),743,80.76,1.377,-29.63,0.892
TATASTEEL,Model B,test,LONG baseline,914,-40.52,0.877,-175.74,0.583
TATASTEEL,Model B,test,LONG gated (flipped),155,-4.64,0.917,-27.54,0.609
TATASTEEL,Model B,test,COMBINED baseline,1810,30.11,1.05,-238.03,0.69
TATASTEEL,Model B,test,COMBINED gated (flipped),898,76.13,1.282,-57.17,0.834
TECHM,Model A,train,SHORT baseline,2718,789.02,1.146,-1236.93,0.812
TECHM,Model A,train,SHORT gated (flipped),2057,678.45,1.171,-845.46,0.826
TECHM,Model A,train,LONG baseline,2832,-356.61,0.943,-2491.3,0.674
TECHM,Model A,train,LONG gated (flipped),707,23.34,1.015,-509.74,0.734
TECHM,Model A,train,COMBINED baseline,5550,432.41,1.037,-3728.23,0.738
TECHM,Model A,train,COMBINED gated (flipped),2764,701.79,1.126,-1355.21,0.8
TECHM,Model A,test,SHORT baseline,946,-80.78,0.974,-1434.16,0.634
TECHM,Model A,test,SHORT gated (flipped),733,-83.85,0.965,-1128.67,0.627
TECHM,Model A,test,LONG baseline,962,-145.56,0.957,-1519.33,0.643
TECHM,Model A,test,LONG gated (flipped),221,-142.35,0.831,-458.95,0.568
TECHM,Model A,test,COMBINED baseline,1908,-226.34,0.965,-2953.49,0.638
TECHM,Model A,test,COMBINED gated (flipped),954,-226.2,0.93,-1587.62,0.612
TECHM,MA-alone,train,SHORT baseline,2686,728.54,1.136,-1281.06,0.805
TECHM,MA-alone,train,SHORT gated (flipped),2166,685.05,1.161,-969.32,0.814
TECHM,MA-alone,train,LONG baseline,2796,-324.94,0.948,-2440.19,0.677
TECHM,MA-alone,train,LONG gated (flipped),514,-47.64,0.957,-404.3,0.698
TECHM,MA-alone,train,COMBINED baseline,5482,403.6,1.035,-3721.25,0.737
TECHM,MA-alone,train,COMBINED gated (flipped),2680,637.41,1.119,-1373.62,0.791
TECHM,MA-alone,test,SHORT baseline,929,-64.01,0.979,-1400.27,0.638
TECHM,MA-alone,test,SHORT gated (flipped),866,32.07,1.012,-1216.81,0.657
TECHM,MA-alone,test,LONG baseline,946,-150.88,0.955,-1508.66,0.642
TECHM,MA-alone,test,LONG gated (flipped),67,84.94,1.404,-8.06,0.97
TECHM,MA-alone,test,COMBINED baseline,1875,-214.89,0.966,-2908.93,0.64
TECHM,MA-alone,test,COMBINED gated (flipped),933,117.0,1.039,-1224.86,0.678
TECHM,Model B,train,SHORT baseline,2686,728.54,1.136,-1281.06,0.805
TECHM,Model B,train,SHORT gated (flipped),1942,546.37,1.14,-940.68,0.803
TECHM,Model B,train,LONG baseline,2796,-324.94,0.948,-2440.19,0.677
TECHM,Model B,train,LONG gated (flipped),761,-129.53,0.921,-665.2,0.665
TECHM,Model B,train,COMBINED baseline,5482,403.6,1.035,-3721.25,0.737
TECHM,Model B,train,COMBINED gated (flipped),2703,416.84,1.075,-1605.88,0.762
TECHM,Model B,test,SHORT baseline,929,-64.01,0.979,-1400.27,0.638
TECHM,Model B,test,SHORT gated (flipped),745,-27.11,0.989,-1102.39,0.642
TECHM,Model B,test,LONG baseline,946,-150.88,0.955,-1508.66,0.642
TECHM,Model B,test,LONG gated (flipped),186,-57.74,0.913,-318.94,0.616
TECHM,Model B,test,COMBINED baseline,1875,-214.89,0.966,-2908.93,0.64
TECHM,Model B,test,COMBINED gated (flipped),931,-84.86,0.972,-1421.32,0.636
VEDL,Model A,train,SHORT baseline,2824,445.75,1.24,-69.48,0.968
VEDL,Model A,train,SHORT gated (flipped),2804,435.16,1.236,-78.02,0.964
VEDL,Model A,train,LONG baseline,2822,-240.23,0.891,-761.37,0.701
VEDL,Model A,train,LONG gated (flipped),19,-10.61,0.479,-13.01,0.408
VEDL,Model A,train,COMBINED baseline,5646,205.52,1.051,-830.85,0.823
VEDL,Model A,train,COMBINED gated (flipped),2823,424.54,1.227,-91.02,0.958
VEDL,Model A,test,SHORT baseline,895,63.14,1.071,-273.26,0.75
VEDL,Model A,test,SHORT gated (flipped),895,63.14,1.071,-273.26,0.75
VEDL,Model A,test,LONG baseline,951,-58.43,0.943,-408.88,0.674
VEDL,Model A,test,LONG gated (flipped),0,0.0,0.0,0.0,0.0
VEDL,Model A,test,COMBINED baseline,1846,4.71,1.002,-682.14,0.709
VEDL,Model A,test,COMBINED gated (flipped),895,63.14,1.071,-273.26,0.75
VEDL,MA-alone,train,SHORT baseline,2781,406.68,1.222,-101.96,0.952
VEDL,MA-alone,train,SHORT gated (flipped),1778,295.84,1.24,-57.24,0.96
VEDL,MA-alone,train,LONG baseline,2783,-220.01,0.898,-735.48,0.705
VEDL,MA-alone,train,LONG gated (flipped),990,-13.83,0.98,-168.67,0.784
VEDL,MA-alone,train,COMBINED baseline,5564,186.67,1.047,-837.44,0.819
VEDL,MA-alone,train,COMBINED gated (flipped),2768,282.01,1.147,-225.91,0.898
VEDL,MA-alone,test,SHORT baseline,883,67.04,1.076,-266.42,0.754
VEDL,MA-alone,test,SHORT gated (flipped),722,101.86,1.139,-179.03,0.801
VEDL,MA-alone,test,LONG baseline,935,-67.86,0.933,-414.39,0.668
VEDL,MA-alone,test,LONG gated (flipped),167,8.86,1.059,-43.58,0.761
VEDL,MA-alone,test,COMBINED baseline,1818,-0.82,1.0,-680.81,0.708
VEDL,MA-alone,test,COMBINED gated (flipped),889,110.73,1.125,-222.62,0.794
VEDL,Model B,train,SHORT baseline,2781,406.68,1.222,-101.96,0.952
VEDL,Model B,train,SHORT gated (flipped),1757,273.97,1.224,-74.52,0.948
VEDL,Model B,train,LONG baseline,2783,-220.01,0.898,-735.48,0.705
VEDL,Model B,train,LONG gated (flipped),1007,-46.1,0.935,-204.47,0.748
VEDL,Model B,train,COMBINED baseline,5564,186.67,1.047,-837.44,0.819
VEDL,Model B,train,COMBINED gated (flipped),2764,227.87,1.118,-278.99,0.875
VEDL,Model B,test,SHORT baseline,883,67.04,1.076,-266.42,0.754
VEDL,Model B,test,SHORT gated (flipped),720,103.71,1.141,-177.3,0.803
VEDL,Model B,test,LONG baseline,935,-67.86,0.933,-414.39,0.668
VEDL,Model B,test,LONG gated (flipped),176,29.92,1.203,-24.8,0.863
VEDL,Model B,test,COMBINED baseline,1818,-0.82,1.0,-680.81,0.708
VEDL,Model B,test,COMBINED gated (flipped),896,133.64,1.152,-202.1,0.813
WIPRO,Model A,train,SHORT baseline,2727,59.26,1.067,-346.36,0.695
WIPRO,Model A,train,SHORT gated (flipped),2064,26.69,1.04,-276.77,0.676
WIPRO,Model A,train,LONG baseline,2797,-140.76,0.862,-560.78,0.569
WIPRO,Model A,train,LONG gated (flipped),714,-45.76,0.836,-154.33,0.558
WIPRO,Model A,train,COMBINED baseline,5524,-81.5,0.957,-907.14,0.627
WIPRO,Model A,train,COMBINED gated (flipped),2778,-19.07,0.98,-431.11,0.642
WIPRO,Model A,test,SHORT baseline,895,120.76,1.299,-97.18,0.817
WIPRO,Model A,test,SHORT gated (flipped),668,86.3,1.293,-75.46,0.806
WIPRO,Model A,test,LONG baseline,945,-90.65,0.831,-321.55,0.535
WIPRO,Model A,test,LONG gated (flipped),248,-32.03,0.79,-93.53,0.519
WIPRO,Model A,test,COMBINED baseline,1840,30.11,1.032,-418.73,0.657
WIPRO,Model A,test,COMBINED gated (flipped),916,54.28,1.121,-169.0,0.71
WIPRO,MA-alone,train,SHORT baseline,2696,46.7,1.053,-356.04,0.685
WIPRO,MA-alone,train,SHORT gated (flipped),2095,42.67,1.064,-272.27,0.684
WIPRO,MA-alone,train,LONG baseline,2762,-143.17,0.859,-559.59,0.566
WIPRO,MA-alone,train,LONG gated (flipped),598,5.05,1.023,-82.67,0.702
WIPRO,MA-alone,train,COMBINED baseline,5458,-96.47,0.949,-915.64,0.621
WIPRO,MA-alone,train,COMBINED gated (flipped),2693,47.73,1.054,-354.95,0.688
WIPRO,MA-alone,test,SHORT baseline,881,122.31,1.306,-93.06,0.822
WIPRO,MA-alone,test,SHORT gated (flipped),725,98.61,1.297,-80.17,0.816
WIPRO,MA-alone,test,LONG baseline,935,-93.86,0.824,-322.92,0.531
WIPRO,MA-alone,test,LONG gated (flipped),163,-13.51,0.848,-51.79,0.552
WIPRO,MA-alone,test,COMBINED baseline,1816,28.46,1.031,-415.98,0.657
WIPRO,MA-alone,test,COMBINED gated (flipped),888,85.1,1.202,-131.96,0.761
WIPRO,Model B,train,SHORT baseline,2696,46.7,1.053,-356.04,0.685
WIPRO,Model B,train,SHORT gated (flipped),1836,38.64,1.064,-238.47,0.691
WIPRO,Model B,train,LONG baseline,2762,-143.17,0.859,-559.59,0.566
WIPRO,Model B,train,LONG gated (flipped),885,-58.19,0.825,-186.29,0.552
WIPRO,Model B,train,COMBINED baseline,5458,-96.47,0.949,-915.64,0.621
WIPRO,Model B,train,COMBINED gated (flipped),2721,-19.54,0.979,-424.76,0.642
WIPRO,Model B,test,SHORT baseline,881,122.31,1.306,-93.06,0.822
WIPRO,Model B,test,SHORT gated (flipped),634,97.54,1.34,-58.44,0.846
WIPRO,Model B,test,LONG baseline,935,-93.86,0.824,-322.92,0.531
WIPRO,Model B,test,LONG gated (flipped),262,-9.41,0.932,-72.31,0.6
WIPRO,Model B,test,COMBINED baseline,1816,28.46,1.031,-415.98,0.657
WIPRO,Model B,test,COMBINED gated (flipped),896,88.12,1.207,-130.74,0.766
