date,ADANIPORTS,ASHOKLEY,AXISBANK,BANDHANBNK,BHARTIARTL,CIPLA,COALINDIA,DABUR,DIVISLAB,HDFCBANK,HINDALCO,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,NATIONALUM,NTPC,ONGC,PNB,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TATAMOTORS,TATASTEEL,TECHM,VEDL,WIPRO
2024-01-01,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-02,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-03,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-04,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-05,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-08,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-09,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-10,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-11,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-12,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-15,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-16,up,down,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-17,up,down,up,down,up,up,up,up,down,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-18,up,down,up,down,up,up,up,down,down,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-19,up,down,up,down,up,up,up,down,down,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-20,up,down,up,down,up,up,up,down,down,down,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-23,up,down,up,down,up,up,up,down,down,down,down,up,down,up,up,down,up,up,up,up,up,up,down,up,up,down,up,up,up
2024-01-24,up,down,down,down,up,up,up,down,down,down,up,up,down,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-25,up,down,down,down,up,up,up,down,down,down,up,up,down,up,down,down,up,up,up,up,up,up,down,up,up,up,up,up,up
2024-01-29,up,down,down,down,up,up,up,down,down,down,up,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-30,up,down,down,down,up,up,up,down,down,down,up,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-01-31,up,up,down,down,up,up,up,down,down,down,up,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-01,up,down,down,down,up,up,up,up,down,down,up,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-02,up,down,down,down,up,up,up,up,down,down,up,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-05,up,up,down,down,up,up,up,down,down,down,up,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-06,up,up,down,down,up,up,up,down,down,down,up,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-07,up,up,down,down,up,up,up,down,down,down,up,up,down,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-08,up,up,down,down,up,up,up,down,down,down,up,down,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-09,up,down,down,down,up,up,up,down,down,down,up,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-12,up,down,down,down,up,up,up,down,down,down,up,down,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-13,up,down,down,down,up,up,up,down,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-14,up,down,down,down,up,up,up,up,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-15,up,down,down,down,up,up,up,up,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-16,up,down,down,down,up,up,up,up,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-19,up,down,down,down,up,up,up,up,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-20,up,down,down,down,up,up,up,up,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-21,up,down,down,down,up,up,up,up,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,down,up,up
2024-02-22,up,down,up,down,up,up,up,down,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-23,up,down,up,down,up,up,up,down,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,up,up,up
2024-02-26,up,down,down,down,up,up,up,down,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,down,up,up
2024-02-27,up,down,down,down,up,up,up,down,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,down,down,up
2024-02-28,up,down,down,down,up,up,up,down,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,down,down,up
2024-02-29,up,down,down,down,up,up,up,down,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,down,up,up
2024-03-01,up,down,up,down,up,up,up,down,down,down,down,up,down,up,down,up,up,up,up,up,up,up,up,up,up,up,down,up,up
2024-03-02,up,down,up,down,up,up,up,down,down,down,down,up,down,up,down,up,up,up,up,up,up,up,up,up,up,up,down,up,up
2024-03-04,up,down,up,down,up,up,up,down,down,down,down,up,down,up,down,down,up,up,up,up,up,up,up,up,up,up,down,up,up
2024-03-05,up,down,up,down,up,up,up,down,down,down,down,up,down,down,down,down,up,up,up,up,up,up,up,up,up,up,down,up,up
2024-03-06,up,down,up,down,up,up,up,down,down,down,down,up,up,down,down,down,up,up,up,up,up,up,up,up,up,up,down,up,up
2024-03-07,up,down,up,down,up,up,up,down,down,down,down,up,up,down,down,up,up,up,up,up,up,up,up,up,up,up,down,up,up
2024-03-11,up,down,up,down,up,up,up,down,down,down,down,up,down,down,down,up,up,up,up,up,up,up,up,up,up,up,down,up,up
2024-03-12,up,down,up,down,up,up,up,down,down,down,down,up,down,down,down,down,up,up,up,up,up,up,up,up,up,up,down,up,up
2024-03-13,down,down,down,down,up,up,down,down,down,down,down,up,down,down,down,down,down,down,up,up,down,up,up,up,up,up,down,down,up
2024-03-14,up,down,down,down,up,up,up,down,down,down,down,up,down,up,down,down,down,down,up,up,up,up,up,up,up,up,down,down,up
2024-03-15,up,down,down,down,up,up,down,down,down,down,down,up,down,down,down,down,down,down,up,up,down,down,up,up,up,up,down,down,up
2024-03-18,up,down,down,down,up,up,down,down,down,down,down,up,down,down,down,down,down,down,up,up,down,up,up,up,up,up,down,up,up
2024-03-19,down,down,down,down,up,up,down,down,down,down,down,up,down,down,down,down,down,down,up,down,down,down,up,up,up,up,down,down,down
2024-03-20,down,down,down,down,up,down,down,down,down,down,down,up,down,down,down,down,down,down,up,down,down,up,up,up,up,up,down,down,down
2024-03-21,up,down,down,down,up,up,up,down,down,down,down,up,down,down,down,down,down,down,up,up,up,up,up,up,up,up,down,up,down
2024-03-22,up,down,down,down,up,up,up,down,down,down,up,up,down,down,up,up,down,down,up,up,up,up,up,up,up,up,down,up,down
2024-03-26,up,down,down,down,up,up,up,down,down,down,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,down,down,down
2024-03-27,up,down,down,down,up,up,down,down,down,down,up,up,up,down,up,up,up,up,down,up,down,up,up,up,up,up,down,up,down
2024-03-28,up,up,down,down,up,up,up,down,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down
2024-04-01,up,up,down,down,up,up,up,down,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down
2024-04-02,up,up,down,down,up,up,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down
2024-04-03,up,up,down,down,up,up,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down
2024-04-04,up,up,down,down,up,up,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down
2024-04-05,up,up,down,down,up,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down
2024-04-08,up,up,up,down,up,up,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down
2024-04-09,up,up,up,down,up,down,down,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down
2024-04-10,up,up,up,down,up,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down
2024-04-12,up,up,up,down,up,down,up,down,up,up,up,up,up,down,up,up,up,up,down,up,down,up,up,down,up,up,down,up,down
2024-04-15,up,up,down,down,up,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up,down,down,up,down,up,up,down,up,down
2024-04-16,down,up,down,down,up,down,up,down,up,up,up,up,down,down,up,up,up,up,up,up,down,down,up,down,up,up,down,up,down
2024-04-18,down,up,down,down,up,down,down,down,up,up,up,down,down,down,up,up,up,up,up,up,up,down,down,down,up,up,down,up,down
2024-04-19,up,up,down,down,up,down,down,down,up,up,up,up,down,down,up,up,up,up,up,up,up,up,up,down,down,up,down,up,down
2024-04-22,up,up,down,down,up,down,down,down,up,up,up,up,down,down,up,up,up,up,up,up,up,up,up,down,up,up,down,up,down
2024-04-23,up,up,down,down,up,down,down,down,up,up,up,up,down,down,up,up,up,up,up,up,up,down,up,down,up,up,down,up,down
2024-04-24,up,up,down,down,up,down,down,down,up,up,up,up,down,down,up,up,up,up,up,up,up,down,up,down,up,up,down,up,down
2024-04-25,up,up,up,down,up,down,up,down,up,up,up,up,down,down,up,up,up,up,up,up,up,down,up,down,up,up,down,up,down
2024-04-26,up,up,up,down,up,down,up,down,up,up,up,up,down,down,up,up,up,up,up,up,up,down,up,down,up,up,up,up,down
2024-04-29,up,up,up,down,up,down,up,down,up,up,up,up,down,down,up,up,up,up,up,up,up,down,up,down,up,up,up,up,down
2024-04-30,up,up,up,down,up,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,down,up,down,up,up,down,up,down
2024-05-02,up,up,up,up,up,down,up,up,up,up,up,up,down,down,up,up,up,up,up,up,up,down,up,down,up,up,up,up,down
2024-05-03,up,up,up,down,up,down,up,up,up,up,up,up,down,down,up,up,up,up,up,up,up,down,up,down,up,up,down,up,down
2024-05-06,down,up,up,down,up,down,up,up,up,up,up,up,down,down,up,up,up,up,up,down,up,down,up,down,up,up,up,up,down
2024-05-07,down,up,up,down,up,down,up,up,up,up,up,up,down,down,up,up,up,up,up,down,up,down,up,down,up,up,up,up,down
2024-05-08,down,up,up,down,up,down,up,up,up,up,up,up,down,down,up,up,up,up,up,down,up,down,up,down,up,up,up,up,down
2024-05-09,down,up,up,down,up,down,down,up,up,down,up,up,down,down,up,down,up,up,down,down,up,down,up,down,up,up,up,up,down
2024-05-10,down,up,up,up,up,down,up,up,up,down,up,up,down,down,up,up,up,up,down,down,up,down,up,down,up,up,up,up,down
2024-05-13,down,up,up,up,up,down,down,up,up,down,up,up,down,down,up,up,up,up,down,down,up,down,up,down,down,up,up,up,down
2024-05-14,up,up,up,up,up,down,up,up,up,down,up,up,down,down,up,up,up,up,up,down,up,down,up,down,down,up,up,up,down
2024-05-15,up,up,up,up,up,down,up,up,up,down,up,up,down,down,up,up,up,up,up,down,up,down,up,down,down,up,up,up,down
2024-05-16,up,up,up,down,up,down,up,up,up,down,up,up,down,down,up,up,up,up,up,down,up,down,up,down,down,up,up,up,down
2024-05-17,up,up,up,down,up,down,up,up,up,down,up,up,down,down,up,up,up,up,up,down,up,down,up,down,down,up,up,up,down
2024-05-18,up,up,up,down,up,down,up,up,up,down,up,up,down,down,up,up,up,up,up,down,up,down,up,down,down,up,up,up,down
2024-05-21,up,up,up,down,up,up,up,up,up,down,up,up,down,down,up,up,up,up,up,down,up,down,up,down,down,up,up,up,down
2024-05-22,up,up,up,down,up,up,up,up,up,down,up,up,down,down,up,up,up,up,up,down,up,up,up,down,down,up,up,up,down
2024-05-23,up,up,up,up,up,up,up,up,up,up,up,up,down,down,up,up,up,up,up,down,up,up,up,down,down,up,up,up,down
2024-05-24,up,up,up,up,up,up,up,up,up,up,up,up,down,down,up,up,up,up,up,down,up,up,up,down,down,up,up,up,down
2024-05-27,up,up,up,up,up,up,up,up,up,up,up,up,down,down,up,up,up,up,up,up,up,up,up,down,down,up,up,up,down
2024-05-28,up,up,up,up,up,up,up,up,up,up,up,up,down,down,down,up,up,up,up,up,up,up,up,down,down,up,up,up,down
2024-05-29,up,up,up,up,up,up,up,up,up,up,up,down,down,down,up,up,up,up,down,down,up,down,up,down,down,up,up,up,down
2024-05-30,up,up,up,up,up,up,up,up,up,up,up,up,down,down,down,up,up,up,down,down,up,down,up,down,down,up,down,up,down
2024-05-31,up,up,up,up,up,up,up,up,up,up,up,up,down,down,down,up,up,up,down,up,up,down,up,down,down,up,down,up,down
2024-06-03,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,down,up,down,up,down
2024-06-04,down,up,up,down,up,up,down,up,up,down,up,down,down,down,down,down,down,down,down,down,up,down,down,down,down,down,down,up,down
2024-06-05,up,up,up,up,up,up,up,up,up,up,up,down,up,down,down,up,down,down,down,down,up,down,down,down,down,up,up,up,down
2024-06-06,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,down,down,down,up,down,up,down,down,up,up,up,down
2024-06-07,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,down,up,up,up,down,down,up,up,up,up
2024-06-10,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,down,up,up,up,down,down,up,up,up,up
2024-06-11,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,down,up,up,up,down,up,up,up,up,up
2024-06-12,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up
2024-06-13,up,up,up,up,up,up,up,up,up,up,up,down,up,up,down,up,up,up,up,down,up,up,up,down,up,up,up,up,up
2024-06-14,up,up,up,up,up,up,up,up,up,up,up,down,up,up,down,up,up,up,up,down,up,up,up,down,up,up,up,up,up
2024-06-18,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up
2024-06-19,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,down,down,up,up,up,down,down,up,up,up,up
2024-06-20,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,down,down,down,up,up,up,down,up,up,up,up,up
2024-06-21,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,down,down,down,up,up,up,down,down,up,up,up,up
2024-06-24,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,down,down,up,down,up,down,down,up,up,up,up
2024-06-25,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,down,down,up,up,up,down,down,up,up,up,up
2024-06-26,up,up,up,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,down,down,up,up,up,up,down,up,up,up,up
2024-06-27,up,up,up,up,up,up,down,up,up,up,up,up,up,up,down,up,down,up,down,down,up,up,up,up,down,up,up,up,up
2024-06-28,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up
2024-07-01,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,up,down,down,up,up,up,up,up,up,up,up,up
2024-07-02,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up
2024-07-03,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up
2024-07-04,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up
2024-07-05,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up
2024-07-08,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up
2024-07-09,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up
2024-07-10,up,up,up,down,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up
2024-07-11,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up
2024-07-12,up,up,up,down,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up
2024-07-15,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up
2024-07-16,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up
2024-07-18,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up,up,up
2024-07-19,up,down,up,down,up,up,up,up,up,up,down,up,down,up,up,down,down,down,up,down,up,up,up,up,up,down,up,down,up
2024-07-22,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,down,up,up,up,down,up,up,up,up,up,down,up,down,up
2024-07-23,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,down,down,up,up,down,up,down,up,up,up,down,up,down,up
2024-07-24,up,up,up,down,up,up,up,up,up,up,down,up,down,up,up,down,down,up,up,down,up,up,up,up,up,down,up,down,up
2024-07-25,up,up,down,down,up,up,up,up,up,up,down,up,down,up,up,down,down,up,up,down,up,down,up,up,up,down,up,down,up
2024-07-26,up,up,down,down,up,up,up,up,up,up,down,up,down,up,up,down,down,up,up,down,up,up,up,up,up,down,up,down,up
2024-07-29,up,up,down,up,up,up,up,up,up,up,down,up,down,up,up,down,up,up,up,up,up,up,up,up,up,down,up,down,up
2024-07-30,up,up,down,up,up,up,up,up,up,up,down,up,down,up,up,down,up,up,up,up,up,up,up,up,up,down,up,down,up
2024-07-31,up,up,down,up,up,up,up,up,up,up,down,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up
2024-08-01,up,up,down,up,up,up,up,up,up,up,down,up,down,up,up,up,up,up,up,down,up,up,up,up,up,down,up,down,up
2024-08-02,up,up,down,up,up,up,up,up,up,up,down,up,down,up,up,down,down,up,up,down,up,down,up,up,up,down,up,down,up
2024-08-05,up,up,down,up,up,up,up,up,up,down,down,down,down,up,up,down,down,up,up,down,up,down,down,up,up,down,up,down,down
2024-08-06,up,up,down,up,up,up,up,up,up,down,down,down,down,up,up,down,down,up,up,down,up,down,down,up,up,down,up,down,down
2024-08-07,up,up,down,up,up,up,up,up,up,up,down,down,down,up,up,down,down,up,up,down,up,down,down,up,up,down,up,down,down
2024-08-08,up,up,down,down,up,up,up,up,up,up,down,down,down,up,up,down,down,up,up,down,up,down,down,up,up,down,up,down,down
2024-08-09,up,up,down,down,up,up,up,up,up,up,down,down,down,up,up,down,down,up,up,down,up,down,down,up,up,down,up,down,down
2024-08-12,up,up,down,down,up,up,up,up,up,up,down,down,down,up,up,up,down,up,up,down,up,down,down,up,up,down,up,down,down
2024-08-13,up,up,down,down,up,up,up,down,up,down,down,down,down,up,up,down,down,up,up,down,up,down,down,up,up,down,up,down,down
2024-08-14,down,up,down,down,up,up,up,down,up,down,down,down,down,up,up,down,down,up,up,down,down,down,down,up,up,down,up,down,down
2024-08-16,up,up,down,down,up,up,up,down,down,down,down,down,down,up,up,down,down,up,up,down,up,down,down,up,up,down,up,down,up
2024-08-19,up,up,down,down,up,up,up,up,up,down,down,down,down,up,up,up,down,up,up,down,up,down,down,up,up,down,up,down,up
2024-08-20,up,up,down,down,up,up,up,up,up,up,up,down,down,up,up,up,down,up,up,down,up,down,down,up,up,down,up,up,up
2024-08-21,up,up,down,up,up,up,up,up,up,down,up,down,down,up,up,up,down,up,up,down,down,down,down,up,up,down,up,up,up
2024-08-22,up,up,down,up,up,up,up,up,up,down,up,down,down,up,up,up,down,up,up,down,down,down,down,up,up,down,up,up,up
2024-08-23,down,up,down,up,up,up,up,up,up,down,up,up,down,up,up,up,down,up,up,down,down,down,down,up,up,down,up,up,down
2024-08-26,down,up,down,down,up,up,up,up,up,down,up,up,down,up,up,up,down,up,up,down,up,up,down,up,up,down,up,up,up
2024-08-27,down,up,down,up,up,up,up,up,up,down,up,up,down,up,up,up,down,up,up,down,down,down,down,up,up,down,up,up,up
2024-08-28,down,up,down,down,up,up,up,up,up,down,up,up,down,up,up,up,down,up,up,down,down,down,down,up,up,down,up,up,up
2024-08-29,down,up,down,down,up,up,up,up,up,down,up,up,down,up,up,up,down,up,up,down,down,up,down,up,up,down,up,up,up
2024-08-30,down,up,down,down,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,down,down,down,down,up,up,down,up,up,up
2024-09-02,down,up,down,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,down,down,up,down,up,up,down,up,up,up
2024-09-03,down,up,down,up,up,up,up,up,up,down,up,up,up,up,up,up,down,up,up,down,down,down,down,up,up,down,up,up,up
2024-09-04,down,up,down,down,up,up,down,up,up,down,down,up,up,up,up,up,down,up,down,down,down,down,down,up,up,down,up,up,down
2024-09-05,down,up,down,up,up,up,down,up,up,up,down,up,up,up,up,up,down,up,down,down,down,down,down,up,up,down,up,up,up
2024-09-06,down,up,down,down,up,up,down,up,up,down,down,down,down,up,up,up,down,down,down,down,down,down,down,up,down,down,up,up,down
2024-09-09,down,down,down,down,up,up,down,up,up,up,down,up,up,up,up,up,down,down,down,down,down,down,down,up,down,down,up,up,down
2024-09-10,down,up,down,down,up,up,down,up,up,up,down,up,up,up,up,up,down,up,down,down,down,down,down,up,down,down,up,down,up
2024-09-11,down,down,down,down,up,up,down,up,up,up,down,up,up,up,up,up,down,down,down,down,down,down,down,up,down,down,up,down,down
2024-09-12,down,up,down,down,up,up,down,up,up,up,up,up,up,up,up,up,down,up,down,down,down,down,down,up,down,down,up,down,up
2024-09-13,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,up,down,down,down,down,down,up,down,down,up,up,up
2024-09-16,down,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,down,down,down,down,down,up,down,down,up,down,up
2024-09-17,down,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,down,down,down,down,down,up,down,down,up,up,up
2024-09-18,down,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,down,down,down,down,down,up,down,down,up,up,up
2024-09-19,down,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,down,down,down,down,down,up,down,down,up,up,up
2024-09-20,down,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,down,down,up,down,down,up,down,down,up,up,up
2024-09-23,down,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,up,down,down,up,down,down,up,down,down,up,up,up
2024-09-24,down,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,down,down,up,down,down,up,down,up,up,up,up
2024-09-25,down,down,up,up,up,up,down,down,up,up,up,up,up,up,up,up,up,up,down,down,up,up,down,up,down,up,up,up,up
2024-09-26,down,down,up,up,up,up,down,down,up,up,up,up,up,up,up,up,up,up,down,down,up,up,down,up,down,up,up,up,up
2024-09-27,down,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,down,down,up,up,down,up,down,up,up,up,up
2024-09-30,down,down,up,down,up,up,up,down,up,up,up,up,up,up,up,up,up,up,down,down,up,down,down,up,down,up,down,up,up
2024-10-01,down,down,up,down,up,up,down,down,up,up,up,up,down,up,up,up,up,up,down,down,up,down,down,up,down,up,up,up,up
2024-10-03,down,down,down,down,up,up,down,down,up,up,up,up,down,up,up,up,up,up,down,down,up,down,down,up,down,up,up,up,up
2024-10-04,down,down,down,down,up,up,down,down,up,down,up,up,down,up,down,up,up,up,down,down,down,down,down,up,down,up,up,up,up
2024-10-07,down,down,down,down,up,up,down,down,up,down,up,up,down,up,up,up,up,up,down,down,down,down,down,up,down,up,up,up,up
2024-10-08,down,down,down,down,up,up,down,down,up,down,up,up,down,up,up,up,up,up,down,down,down,down,down,up,down,up,up,up,up
2024-10-09,down,down,down,down,up,up,down,down,up,down,up,up,down,up,down,up,up,up,down,down,down,down,down,up,down,up,up,up,up
2024-10-10,down,down,down,down,up,up,down,down,up,up,up,up,down,up,down,up,up,up,down,down,down,down,down,up,down,up,up,up,up
2024-10-11,down,down,down,up,up,down,down,down,up,down,up,down,down,up,down,up,up,up,down,down,down,down,down,up,down,up,up,up,up
2024-10-14,down,down,down,up,up,down,down,down,up,up,up,down,down,up,down,up,up,up,down,down,down,down,up,up,down,up,up,up,up
2024-10-15,down,down,down,down,up,down,down,down,up,up,up,up,down,up,down,up,up,up,down,down,down,down,up,up,down,up,up,up,up
2024-10-16,down,down,down,down,up,down,down,down,up,up,up,up,down,up,down,up,up,up,down,down,down,down,up,up,down,up,up,up,up
2024-10-17,down,down,down,down,up,down,down,down,up,up,up,down,down,up,down,up,up,up,down,down,down,down,up,up,down,down,up,up,up
2024-10-18,down,down,up,down,up,down,down,down,up,up,up,up,down,down,down,up,up,up,down,down,down,down,up,up,down,up,up,up,up
2024-10-21,down,down,up,down,up,down,down,down,up,up,up,up,down,down,down,up,up,up,down,down,down,down,up,up,down,down,up,up,up
2024-10-22,down,down,down,down,up,down,down,down,up,up,up,up,down,down,down,down,up,up,down,down,down,down,down,up,down,down,up,down,up
2024-10-23,down,down,down,down,up,down,down,down,up,up,up,up,down,down,down,down,up,down,down,down,down,down,down,down,down,down,up,down,up
2024-10-24,down,down,down,down,up,down,down,down,up,up,down,up,down,down,down,down,up,down,down,down,down,down,down,down,down,down,up,down,up
2024-10-25,down,down,down,down,up,down,down,down,up,up,down,up,down,down,down,down,up,down,down,down,down,down,down,up,down,down,up,down,up
2024-10-28,down,down,down,down,up,down,down,down,up,up,down,up,down,down,down,down,up,down,down,down,down,down,down,up,down,down,up,down,up
2024-10-29,down,down,down,down,down,down,down,down,up,up,down,up,down,down,down,down,up,down,down,down,down,down,up,up,down,down,up,up,up
2024-10-30,down,down,down,down,down,down,down,down,up,up,down,up,down,down,down,down,up,down,down,down,down,down,up,down,down,down,up,down,up
2024-10-31,down,down,down,down,down,down,down,down,up,up,down,up,down,down,down,down,up,down,down,down,down,down,up,down,down,down,down,down,up
2024-11-01,down,down,down,down,down,down,down,down,up,up,down,up,down,down,down,down,up,down,down,down,down,down,up,down,down,down,down,down,up
2024-11-04,down,down,down,down,down,down,down,down,up,up,down,up,down,down,down,down,up,down,down,down,down,down,up,down,down,down,down,down,up
2024-11-05,down,down,down,down,down,down,down,down,up,up,down,up,down,down,down,up,up,down,down,down,down,down,up,down,down,down,down,down,up
