date,ADANIPORTS,ASHOKLEY,AXISBANK,BANDHANBNK,BHARTIARTL,CIPLA,COALINDIA,DABUR,DIVISLAB,HDFCBANK,HINDALCO,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,NATIONALUM,NTPC,ONGC,PNB,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TATAMOTORS,TATASTEEL,TECHM,VEDL,WIPRO
2022-04-18,up,up,up,up,up,up,up,up,up,down,down,up,up,down,up,up,down,up,up,down,up,up,up,up,down,up,down,up,down
2022-04-19,up,up,up,up,up,up,up,up,up,down,down,up,up,down,up,up,down,up,up,down,up,up,up,up,down,up,down,up,down
2022-04-20,up,up,up,up,up,up,up,up,up,down,down,up,up,down,up,up,down,up,up,down,up,up,up,up,down,up,down,up,down
2022-04-21,up,up,up,up,up,up,up,up,up,down,down,up,up,down,up,up,down,up,up,down,up,up,up,up,down,up,down,up,down
2022-04-22,up,up,up,up,up,down,up,up,up,down,down,up,up,down,up,up,down,up,up,down,up,up,up,up,down,up,down,up,down
2022-04-25,up,up,up,up,up,down,up,up,up,down,down,up,up,down,up,up,down,up,down,down,up,up,down,up,down,down,down,up,down
2022-04-26,up,up,up,up,up,down,up,up,up,down,down,up,up,down,up,up,down,up,down,down,up,up,up,up,down,down,down,up,down
2022-04-27,up,up,up,up,up,down,up,up,up,down,down,up,up,down,up,up,down,up,down,down,up,up,up,up,down,down,down,up,down
2022-04-28,up,up,up,up,up,down,up,up,up,down,down,up,up,down,up,up,down,up,down,down,up,up,up,up,down,down,down,up,down
2022-04-29,up,up,down,up,up,down,up,up,up,down,down,up,up,down,up,up,down,up,down,down,up,up,up,up,down,down,down,up,down
2022-05-02,up,up,down,up,up,down,up,up,up,down,down,up,up,down,up,up,down,up,down,down,up,up,down,up,down,up,down,up,down
2022-05-04,up,up,down,up,up,down,up,down,down,down,down,down,up,down,up,up,down,up,down,down,up,up,down,up,down,down,down,down,down
2022-05-05,up,up,down,up,down,down,up,down,down,down,down,up,down,down,up,up,down,up,down,down,up,up,down,down,down,up,down,up,down
2022-05-06,up,up,down,up,down,down,up,down,down,down,down,down,down,down,up,down,down,up,down,down,up,up,down,down,down,down,down,down,down
2022-05-09,up,down,down,up,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,down,down,down,down,down,down
2022-05-10,down,up,down,up,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,down,down,down,down,down,down
2022-05-11,down,down,down,up,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,down,down,down,down,down,down
2022-05-12,down,down,down,down,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,down,down,down,down,down,down
2022-05-13,down,up,down,up,down,down,down,down,down,down,down,down,down,down,up,down,down,down,down,down,up,down,down,down,down,down,down,down,down
2022-05-16,down,up,down,up,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,down,down,down,down,down,down
2022-05-17,down,up,down,up,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,down,down,down,down,down,down
2022-05-18,down,up,down,up,down,down,up,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,down,down,down,down,down,down
2022-05-19,down,up,down,up,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,down,down,down,down,down,down
2022-05-20,down,up,down,up,down,down,up,down,down,down,down,down,down,down,up,down,down,up,down,down,up,up,down,up,down,down,down,down,down
2022-05-23,down,up,down,up,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,down,up,down,up,down,down,down,down,down
2022-05-24,down,up,down,down,down,down,down,down,down,down,down,down,down,down,up,down,down,down,down,down,up,up,down,up,down,down,down,down,down
2022-05-25,down,up,down,down,down,down,down,down,down,down,down,down,down,down,up,down,down,up,down,down,down,up,down,up,down,down,down,down,down
2022-05-26,down,up,down,up,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,up,down,down,down,down,down,down,down,down
2022-05-27,down,up,down,up,down,down,down,down,down,down,down,up,down,down,up,down,down,up,down,down,down,down,down,down,up,down,down,down,down
2022-05-30,down,up,down,up,down,down,up,down,down,down,down,up,down,down,up,down,down,up,down,down,up,up,down,down,up,down,down,down,down
2022-05-31,down,up,down,up,down,up,up,down,down,down,down,up,down,down,up,down,down,up,down,down,up,up,down,down,up,down,down,down,down
2022-06-01,down,up,down,up,down,down,up,down,down,down,down,up,down,down,up,down,down,up,down,down,up,up,down,down,up,down,down,down,down
2022-06-02,down,up,down,up,down,up,up,down,down,down,down,up,up,down,up,down,down,up,down,down,down,up,down,down,up,down,down,down,down
2022-06-03,down,up,down,down,down,down,up,down,down,down,down,up,down,down,up,down,down,up,down,down,down,up,down,down,up,down,down,down,down
2022-06-06,down,up,down,up,down,down,up,down,down,down,down,up,down,down,up,down,down,up,down,down,down,up,down,down,up,down,down,down,down
2022-06-07,down,up,down,up,down,down,up,down,down,down,down,up,down,down,up,down,down,up,down,down,down,up,down,down,up,down,down,down,down
2022-06-08,down,up,down,up,down,down,up,down,down,down,down,down,down,down,up,down,down,up,up,down,down,up,down,down,up,down,down,down,down
2022-06-09,down,up,down,up,down,down,up,down,down,down,down,down,down,down,up,down,down,up,up,down,down,up,down,down,down,down,down,down,down
2022-06-10,down,up,down,up,down,down,up,down,down,down,down,down,down,down,up,down,down,up,up,down,down,up,down,down,down,down,down,down,down
2022-06-13,down,up,down,down,down,down,up,down,down,down,down,down,down,down,up,down,down,down,down,down,down,up,down,down,down,down,down,down,down
2022-06-14,down,up,down,down,down,down,up,down,down,down,down,down,down,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-06-15,down,up,down,down,down,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-06-16,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-06-17,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-06-20,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-06-21,down,up,down,down,down,down,down,down,down,down,down,down,down,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-06-22,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-06-23,down,up,down,down,down,down,down,down,down,down,down,down,down,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-06-24,down,up,down,down,down,down,down,down,down,up,down,down,down,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-06-27,down,up,down,down,down,down,down,down,down,up,down,down,down,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-06-28,down,up,down,down,down,down,down,down,down,up,down,down,down,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-06-29,down,up,down,down,down,down,up,down,down,down,down,down,down,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-06-30,down,up,down,down,down,down,down,down,down,up,down,down,down,down,up,down,down,down,down,down,down,down,down,down,down,down,down,down,down
2022-07-01,down,up,down,down,down,down,down,down,down,up,down,down,down,down,up,down,down,down,down,down,down,down,up,down,down,down,down,down,down
2022-07-04,down,up,down,down,down,down,down,up,down,up,down,up,down,down,up,down,down,down,down,down,down,down,up,down,down,down,down,down,down
2022-07-05,down,up,down,down,down,down,down,up,down,up,down,up,down,down,up,down,down,down,down,down,down,down,up,down,down,down,down,down,down
2022-07-06,down,up,down,down,up,down,down,up,down,up,down,up,down,up,up,down,down,down,down,down,down,down,up,down,up,down,down,down,down
2022-07-07,down,up,down,down,down,down,up,up,down,up,down,up,down,up,up,down,down,down,down,up,down,down,up,down,up,down,down,down,down
2022-07-08,down,up,up,down,up,down,up,up,down,up,down,up,down,up,up,down,down,down,down,down,down,down,up,down,up,down,down,down,down
2022-07-11,up,up,up,down,down,down,up,up,down,up,down,up,down,down,up,down,down,down,down,up,down,down,up,down,up,down,down,down,down
2022-07-12,up,up,up,down,down,down,up,up,down,up,down,up,down,down,up,down,down,down,down,up,down,down,up,down,up,down,down,down,down
2022-07-13,up,up,up,down,down,up,up,up,up,up,down,up,down,down,up,up,down,up,down,up,down,down,up,up,up,down,down,down,down
2022-07-14,up,up,up,down,down,up,up,up,down,up,down,up,down,down,up,up,down,up,down,down,down,down,up,up,up,down,down,down,down
2022-07-15,up,up,up,down,down,up,up,up,down,up,down,up,down,down,up,down,down,up,down,down,down,down,up,up,up,down,down,down,down
2022-07-18,up,up,up,down,down,up,up,up,up,up,down,up,down,up,up,up,down,up,down,up,down,down,up,up,up,down,down,down,down
2022-07-19,up,up,up,down,down,up,up,up,up,up,down,up,up,up,up,up,down,up,down,up,down,down,up,up,up,down,down,down,down
2022-07-20,up,up,up,down,down,up,up,up,up,up,down,up,up,up,up,up,down,up,down,up,down,down,up,up,up,down,down,down,down
2022-07-21,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,down,down,up,up,up,down,down,down,down
2022-07-22,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,down,down,up,up,up,down,down,down,down
2022-07-25,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,down,down,up,up,up,down,down,down,down
2022-07-26,up,up,up,down,up,up,up,up,up,up,up,up,up,down,up,up,down,up,down,up,down,down,up,up,up,down,down,down,down
2022-07-27,up,up,up,down,down,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,down,down,up,up,up,up,down,down,down
2022-07-28,up,up,up,down,down,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,down,down,up,up,up,up,down,down,down
2022-07-29,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,down,down,up,up,up,up,up,down,down
2022-08-01,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,up,up,up,up,up,up,down,down
2022-08-02,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,up,up,up,up,up,down,down,down
2022-08-03,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,up,up,up,up,up,up,down,up
2022-08-04,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,up,up,up,up,up,up,down,up
2022-08-05,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,down,up,down,up,up,down,up,up,up,up,up,down,up
2022-08-08,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up
2022-08-10,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up
2022-08-11,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up
2022-08-12,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-08-16,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-08-17,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-08-18,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up
2022-08-19,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up
2022-08-22,up,down,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down
2022-08-23,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down
2022-08-24,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down
2022-08-25,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down
2022-08-26,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down
2022-08-29,up,up,up,down,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down
2022-08-30,up,up,up,down,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down
2022-09-01,up,up,up,down,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,up,up,up,up,down
2022-09-02,up,up,up,down,up,up,up,up,down,up,up,up,up,down,up,up,up,up,down,up,up,up,up,down,up,up,up,up,down
2022-09-05,up,up,up,up,up,up,up,up,down,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down
2022-09-06,up,up,up,up,up,up,up,up,down,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down
2022-09-07,up,up,up,up,up,up,up,up,down,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up,down,up,up,up,down
2022-09-08,up,up,up,up,up,up,up,up,down,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up,down,up,up,up,down
2022-09-09,up,up,up,up,up,up,up,up,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,down,up,up,up,down
2022-09-12,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up
2022-09-13,up,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-09-14,up,up,up,up,up,up,up,down,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,down,up,up,up,down
2022-09-15,up,up,up,up,up,up,up,down,down,up,up,up,up,down,up,up,up,up,up,up,up,up,up,down,down,up,up,up,down
2022-09-16,up,up,up,up,up,up,up,down,down,up,up,up,up,down,up,up,down,up,down,up,up,down,up,down,down,up,down,up,down
2022-09-19,up,up,up,up,up,up,up,down,down,up,up,up,up,down,up,up,down,up,down,up,up,down,up,down,down,up,down,up,down
2022-09-20,up,up,up,up,up,up,up,down,down,up,up,up,up,down,up,up,down,up,up,up,up,down,up,up,down,up,up,up,down
2022-09-21,up,up,up,up,up,up,up,down,down,up,up,up,up,down,up,up,down,up,down,up,up,down,up,up,down,up,up,up,down
2022-09-22,up,up,up,up,up,up,up,up,down,up,up,up,up,down,up,up,down,up,down,up,down,down,up,up,down,down,down,up,down
2022-09-23,up,up,up,down,up,up,up,down,down,down,down,up,up,down,up,up,down,up,down,up,down,down,up,up,down,up,down,up,down
2022-09-26,up,up,down,down,up,up,down,down,down,down,down,up,up,down,up,down,down,down,down,up,down,down,up,up,down,down,down,up,down
2022-09-27,up,down,down,down,up,up,down,down,down,down,down,down,up,down,up,down,down,down,down,up,down,down,up,up,down,down,down,down,down
2022-09-28,down,down,down,down,up,up,down,down,up,down,down,down,up,down,up,down,down,down,down,down,down,down,down,up,down,down,down,down,down
2022-09-29,down,down,down,down,up,up,down,up,down,down,down,down,up,down,up,down,down,down,down,down,down,down,down,up,down,down,down,down,down
2022-09-30,down,down,down,down,up,up,down,up,up,down,down,up,up,down,up,down,down,down,down,up,down,down,down,up,down,down,down,up,down
2022-10-03,down,down,down,down,up,up,down,down,up,down,down,down,up,down,up,down,down,down,down,down,down,down,down,up,down,down,down,up,down
2022-10-04,down,up,down,down,up,up,up,down,up,down,down,up,up,down,up,down,down,up,up,up,down,down,down,up,down,down,down,up,down
2022-10-06,down,up,up,down,up,up,up,down,up,down,down,up,up,down,up,up,down,up,down,up,down,down,up,up,down,down,down,up,down
2022-10-07,down,up,up,down,up,up,up,down,up,down,down,up,up,down,up,up,down,up,up,up,down,down,down,up,down,down,down,up,down
2022-10-10,down,up,up,down,up,up,up,down,down,down,down,up,up,down,up,up,down,up,up,up,down,down,down,up,down,down,down,up,down
2022-10-11,down,down,up,down,up,up,up,down,down,down,down,down,up,down,up,down,down,down,down,down,down,down,down,up,down,down,down,up,down
2022-10-12,down,down,up,down,up,up,up,down,down,down,down,down,up,down,up,down,down,up,down,up,down,down,down,up,down,down,down,up,down
2022-10-13,down,down,up,down,up,up,up,down,down,down,down,down,up,down,up,down,down,up,down,down,down,down,down,up,down,down,down,up,down
2022-10-14,down,down,up,down,up,up,up,down,down,down,down,down,up,down,up,down,down,up,down,down,down,down,down,up,down,down,down,up,down
2022-10-17,down,down,up,down,up,up,up,down,down,down,down,up,up,up,up,down,down,up,down,up,down,down,up,up,down,down,down,up,down
2022-10-18,down,down,up,down,up,up,up,down,down,down,down,up,up,up,up,down,down,up,down,up,down,down,up,up,down,down,down,up,down
2022-10-19,down,down,up,down,up,up,up,down,down,down,down,up,up,up,up,down,down,up,down,up,down,down,up,up,down,down,down,up,down
2022-10-20,down,down,up,down,up,up,up,down,up,down,down,up,up,up,up,down,down,up,down,up,down,down,up,up,down,down,down,up,down
2022-10-21,down,down,up,down,up,up,up,down,down,down,down,up,down,up,up,down,down,up,down,up,down,down,up,up,down,down,down,up,down
2022-10-24,down,down,up,down,up,up,up,down,down,down,down,up,down,up,up,down,down,up,up,up,down,down,up,up,down,down,down,up,down
2022-10-25,down,down,up,down,up,up,up,down,down,down,down,up,down,up,up,down,down,up,down,up,down,down,up,up,down,down,up,up,down
2022-10-27,down,down,up,down,up,up,up,down,down,down,up,up,down,up,up,up,down,up,down,up,up,down,up,up,down,up,up,up,down
2022-10-28,down,down,up,down,up,up,up,down,down,down,down,up,down,up,up,up,down,up,up,up,up,up,up,up,down,down,down,up,down
2022-10-31,down,down,up,down,up,up,up,down,down,up,down,up,down,up,up,up,down,up,up,up,up,up,up,up,down,down,up,up,down
2022-11-01,down,down,up,down,up,up,up,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up,up,up,down,down,up,up,down
2022-11-02,down,down,up,down,up,up,up,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up,up,up,down,down,up,up,down
2022-11-03,down,down,up,down,up,up,up,down,up,up,up,up,down,up,up,up,down,up,up,up,up,up,up,up,down,down,up,up,down
2022-11-04,up,down,up,down,up,up,up,up,up,up,up,up,down,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,down
2022-11-07,up,down,up,down,up,up,up,down,down,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down
2022-11-09,up,down,up,down,up,up,up,down,down,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,up,down,up,down
2022-11-10,up,down,up,down,up,up,up,down,down,up,up,up,down,up,up,up,down,up,up,up,down,up,up,up,down,up,down,up,down
2022-11-11,up,down,up,down,up,up,up,down,down,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up
2022-11-14,up,down,up,down,up,up,up,down,down,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,down
2022-11-15,up,down,up,down,up,up,down,down,down,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up
2022-11-16,up,down,up,down,up,up,up,down,down,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up
2022-11-17,up,down,up,down,up,up,down,down,down,up,up,up,down,up,up,up,up,up,up,up,down,up,up,up,up,up,up,up,up
2022-11-18,up,down,up,down,up,down,down,down,down,up,up,up,down,up,up,up,up,down,up,up,down,up,up,up,up,up,up,up,down
2022-11-21,up,down,up,down,up,down,down,down,down,up,up,up,down,up,down,up,up,down,up,up,up,up,up,up,up,up,down,up,down
2022-11-22,up,down,up,down,up,down,down,down,down,up,up,up,down,up,down,up,up,down,up,up,down,up,up,up,up,up,up,up,down
2022-11-23,up,down,up,down,up,down,down,up,down,up,up,up,up,up,down,up,up,down,up,up,down,up,up,up,up,up,down,up,down
2022-11-24,up,down,up,down,up,down,down,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-11-25,up,down,up,down,up,down,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-11-28,up,down,up,down,up,down,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-11-29,up,down,up,down,up,up,down,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-11-30,up,down,up,down,up,up,down,up,down,up,up,up,down,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-12-01,up,down,up,down,up,up,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-12-02,up,down,up,down,up,down,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-12-05,up,down,up,down,up,down,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-12-06,up,down,up,down,up,down,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-12-07,up,down,up,up,up,down,down,up,down,up,up,up,down,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up
2022-12-08,up,down,up,up,up,down,down,up,down,up,up,up,up,up,down,up,up,up,up,up,up,up,up,down,up,up,up,up,up
2022-12-09,up,down,up,up,up,down,down,up,down,up,up,up,up,up,up,up,up,up,up,up,down,up,up,down,down,up,down,up,down
2022-12-12,up,down,up,up,up,down,down,up,down,up,up,up,up,up,up,up,up,down,up,up,down,up,up,down,down,up,down,up,up
2022-12-13,up,down,up,up,up,down,down,up,down,up,up,up,up,up,up,up,up,down,up,up,down,up,up,down,up,up,down,up,up
2022-12-14,up,down,up,up,up,down,down,up,down,up,up,up,up,up,up,up,up,up,up,up,up,up,up,down,up,up,up,up,up
2022-12-15,up,down,up,up,up,down,down,up,down,up,up,down,up,down,down,up,up,up,up,up,down,up,up,down,down,up,down,up,down
2022-12-16,up,down,up,up,up,down,down,up,down,up,up,down,up,down,down,up,up,down,up,up,down,up,up,down,up,up,down,up,down
2022-12-19,up,down,up,up,up,down,down,up,down,up,up,down,up,down,down,up,up,up,up,up,up,up,up,down,up,up,down,up,down
2022-12-20,up,down,up,up,up,down,down,up,down,up,up,down,up,down,down,up,up,down,up,up,down,up,up,down,down,up,down,up,down
2022-12-21,down,down,up,up,down,up,down,up,up,up,up,down,up,down,down,up,up,down,up,up,down,up,up,down,down,up,down,up,down
2022-12-22,down,down,up,down,down,up,down,up,up,up,up,down,up,down,down,up,up,down,up,up,down,up,up,up,down,up,down,down,down
2022-12-23,down,down,up,down,down,down,down,up,up,up,down,down,down,down,down,up,down,down,up,up,down,down,down,down,down,down,down,down,down
2022-12-26,down,down,up,down,down,down,down,up,down,up,up,down,up,down,down,up,down,down,up,up,down,down,up,down,down,down,down,down,down
2022-12-27,down,down,up,down,down,down,down,up,up,up,up,down,up,down,down,up,up,down,up,up,down,down,up,down,down,up,down,up,down
2022-12-28,down,down,up,down,down,down,down,up,up,up,up,down,up,down,down,up,up,down,up,up,down,down,up,down,down,up,down,up,down
2022-12-29,down,down,up,down,down,down,down,down,down,up,up,down,up,down,down,up,up,down,up,up,down,down,up,down,down,up,down,up,down
2022-12-30,down,down,up,down,down,down,down,down,down,up,up,down,up,down,down,up,up,down,up,up,down,down,up,down,down,up,down,up,down
2023-01-02,down,up,up,up,down,down,down,down,down,up,up,down,up,down,down,up,up,down,up,up,down,down,up,down,down,up,down,up,down
2023-01-03,down,up,up,up,down,down,down,down,down,up,up,down,up,down,down,up,up,down,up,up,down,down,up,down,down,up,down,up,up
2023-01-04,down,down,up,up,down,down,down,down,up,up,up,down,up,down,down,up,up,down,up,up,down,down,up,down,down,up,down,up,down
2023-01-05,down,up,up,up,down,down,down,up,up,up,up,down,up,down,down,up,up,down,up,up,down,down,up,up,down,up,down,up,down
2023-01-06,down,up,up,up,down,down,down,down,up,down,up,down,down,down,down,down,up,down,up,up,down,down,down,down,down,up,down,up,down
2023-01-09,down,up,up,up,down,down,down,down,up,down,up,down,up,down,down,up,up,down,up,up,down,down,up,up,down,up,down,up,down
2023-01-10,down,up,up,up,down,down,down,down,up,down,up,down,up,down,down,up,up,down,up,up,down,down,down,down,down,up,down,up,down
2023-01-11,down,up,up,up,down,down,down,down,up,down,up,down,up,down,down,up,up,down,up,up,down,down,down,up,up,up,down,up,down
2023-01-12,down,up,up,up,down,down,down,down,down,down,up,down,up,down,down,up,up,down,up,up,down,down,down,up,down,up,down,up,down
2023-01-13,down,up,up,up,down,down,down,down,down,down,up,down,up,down,down,up,up,down,up,up,down,down,down,up,down,up,down,up,down
2023-01-16,down,up,up,up,down,down,down,down,down,down,up,down,up,down,down,up,up,down,up,up,down,down,down,up,down,up,down,up,up
2023-01-17,down,up,up,up,down,down,down,down,down,down,up,down,up,down,down,up,up,down,up,up,up,down,down,up,up,up,up,up,up
2023-01-18,down,up,up,up,down,down,down,down,up,up,up,down,up,down,down,up,up,up,up,up,up,down,down,up,down,up,up,up,up
2023-01-19,down,down,up,up,down,down,down,down,up,up,up,down,up,down,down,up,up,down,up,up,up,down,down,up,down,up,up,up,up
2023-01-20,down,down,up,up,down,down,up,down,down,up,up,down,up,down,down,down,up,down,up,up,up,down,down,up,down,up,up,up,up
2023-01-23,down,up,up,up,down,down,up,down,up,up,up,down,up,down,up,down,up,down,up,up,up,down,down,up,down,up,up,up,up
2023-01-24,down,up,down,up,down,down,up,down,down,up,up,down,up,up,up,down,up,down,up,up,up,down,down,up,up,up,up,up,up
2023-01-25,down,up,down,up,down,down,up,down,down,up,up,down,down,down,up,down,up,down,up,down,up,down,down,up,up,up,up,up,up
2023-01-27,down,up,down,up,down,down,down,down,up,down,up,down,down,down,up,down,up,down,up,down,up,down,down,up,up,up,down,up,up
2023-01-30,down,down,down,up,down,down,up,down,down,down,up,down,down,down,up,down,up,up,up,down,down,down,down,up,up,up,down,up,up
2023-01-31,down,up,down,up,down,down,up,down,down,down,up,down,down,down,up,down,up,up,down,down,down,down,down,up,up,up,down,up,up
2023-02-01,down,up,down,down,down,down,down,down,down,up,up,down,down,up,up,down,up,up,down,down,down,down,down,down,up,up,down,up,up
2023-02-02,down,up,down,down,down,down,down,down,down,down,down,down,down,up,up,down,up,down,down,down,down,down,down,down,up,up,down,up,up
2023-02-03,down,up,down,down,down,down,down,down,down,up,down,down,down,up,up,down,down,down,down,down,down,down,down,up,up,up,down,down,up
2023-02-06,down,up,down,down,down,down,down,down,down,up,down,down,down,up,up,down,down,down,down,down,up,down,down,up,up,up,down,down,up
2023-02-07,down,up,down,down,down,down,down,down,down,up,down,down,down,up,up,down,down,down,down,down,up,down,down,down,up,down,down,down,up
2023-02-08,down,up,down,down,down,down,down,down,down,up,down,down,down,up,up,down,down,down,down,down,down,down,down,down,up,down,down,down,up
2023-02-09,down,up,down,up,down,down,down,down,down,up,down,down,down,up,up,down,down,down,up,down,down,down,down,down,up,down,down,down,up
2023-02-10,down,up,down,up,down,down,down,down,down,up,down,down,down,up,up,down,down,down,up,down,down,down,down,down,up,down,down,down,up
2023-02-13,down,up,down,down,down,down,down,down,down,up,down,down,down,up,up,down,down,down,up,down,up,down,down,up,up,down,down,down,up
2023-02-14,down,up,down,down,down,down,down,down,down,up,down,down,down,up,up,down,down,down,up,down,down,down,down,down,up,down,down,down,up
2023-02-15,down,up,down,up,down,down,down,down,down,up,down,down,down,up,up,down,down,down,up,down,down,down,down,down,up,down,up,down,up
2023-02-16,down,up,down,up,down,down,down,down,down,up,down,down,down,up,up,down,up,down,up,down,down,down,down,down,up,down,up,up,up
2023-02-17,down,up,down,down,down,down,down,down,down,up,down,down,down,up,up,down,up,up,up,down,down,down,down,down,up,down,up,down,up
